문장,혐오 여부,문자 개수,y_pred
세쌍둥이 팬들 이기적이네요 세쌍둥이 인기가 얼마나 많은지는 몰라도 쌍둥이네 없었으면 슈돌 제작 들어가지도 못하고 사랑이네 없어으면 편성받지도 지금까지 오지도못해요 쌍둥이네 사랑이네가 빠지면 슈돌도 끝인데 세쌍둥이만보고 다른가족한테 하차하라고 하지마요!,1,140,0
"뛰어난 작품성이다.

많이 만들어라.

교육적 가치와 진실성 면에서 만점이다 이기야.",0,51,1
소흥민이~~!! 소흥미니 어디까써~~??!!,0,24,1
나나였네.. 농약을 먹어버려가 뉴욕마라톤이라니,1,25,0
훌륭해,1,3,0
"닥터슨트레인지가 즐겨듣는노래



Feel so good",0,35,1
메갈애들이 이걸보고 또 이 악물고 달려들겠네ㅋㅋㅋㅋ,0,28,1
매번 똑같은 연기,0,9,1
ㅇㄱㄹㅇ 드라마는다개구라임,0,14,1
새폴더 2014 141218,1,15,0
훈훈해 ㅋ,1,5,0
비웅신,0,3,1
그리고 이어지는 무수한 악수요청,0,17,1
우파의 대표가 되어주세요..,0,15,1
장애자라도 애엄마에게는 인생의 전부였나본데 그걸 짜증난다고 패죽여버렸노ㅋㅋ,0,41,1
아직 괜찮은 것 같은데. ,0,14,1
'생산적인 일은 항상 땀이 난다 정답이구만 ㅋㅋㅋ,1,27,0
이연결 ㅅㅂ,1,6,0
광태 새끼 개짜증 남. 광태 친구도 왕 짜증.,1,25,0
이거 내가 웃대 올렸는데.. 제 아이디 애국자남선이에요,1,30,0
이거 정말 재미있네!,0,11,1
롱테이크 와이드숏에서 신칸센으로 최대의 스펙터클,1,26,0
이거 보고 컴퓨터에잇는 야동 싹다지우고 여친이랑 관게도 한 일주일 안함 성욕삭제 지림,1,47,0
t살존주의 경향,1,8,0
이럴 떄 보면 딱이겠네.,1,13,0
모든건 끝났다 이민간다,0,12,1
북한은 아직 썰매가 대세 아니노 먼 피겨 스케이팅..,0,29,1
다른걸 떠나서 간호사 죽여버리고 싶더라,1,21,0
도랐네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이런 대작이 나오다니,0,25,1
나 받아놓고 루즈할까바 안봤는데 오늘시청한다,0,24,1
"김치련들 하,,언조비카이 ㅜ",0,15,1
이정도면 권선징악 확실하다.,1,15,0
오스트리아 가니까 시민의식 장난아니던데 감동먹음,0,26,1
그냥 내스타일인갑다,1,10,0
아메리아?,0,5,1
나도 이썰 2000년 초반에 들었는데 진짠가 보네,0,27,1
ㅠㅠ....,0,6,1
"정말 대단히 잘못하셨네요 오유, 거기가 어디라고 ㅎㅎㅎ",0,30,1
와내이상형,0,5,1
탕웨이가 스크린을 잡아먹었다,1,15,0
올빼미면 워마드 파생카페네ㅋㅋ,0,16,1
하토쿠터노어커커텉럴ㅋㄴㄱㄹ,1,14,0
나도 저렇게 살아보고싶다,0,13,1
김보성이가 진짜 사나이다,1,13,0
결말 진짜 피가 팍 식는다.,1,15,0
신이 내린 천사가 있다면 저 사람이네 와...,0,25,1
전문가 새끼들이 뭘 알아? 그저 20대를 편하게 보낸 새끼들이.,1,35,0
"과거의 기독교는 권력을 목적으로 사람을 세뇌시켜 통치했지만, 문명화된 오늘날의 기독교는 법치주의와 민주주의로 인해 권력을 못잡기에 돈을 목적으로 사람들을 세뇌시키고 있지...",1,97,0
탁월하다 진짜,0,7,1
땡잡았어,1,4,0
1965년쯤 잡고 당시 스무살이 지금의 70대들이구먼 ㅋㅋㅋㅋㅋ,0,35,1
가장 비참하고 잔혹하며 처절한 최후를 맞이하기 바란다. 얼마 안 남았다.,0,40,1
네네 죶됬겠죠~,0,8,1
"옛날 노가다 할때 액체질소 많이 썻는데,

얼리고 깨고 하는거 의외로 재밌음",0,44,1
공허하게 담배피기 - 빌리 밥 숀튼.,1,20,0
깔끔하게 정리했노 이기,1,12,0
주변에 보면 정말 역겨울 정도로 많다..내가 잘못된건가? 라는 생각이 들정도로..,0,45,1
재앙을 보내버리죠..,0,11,1
이거 전에 올라왓던 글이노,1,14,0
머리 푸르니 더 예뻐.,1,12,0
역시 훌륭한 부모님 밑에서,0,14,1
뚝배기감동니뮤ㅠ,0,8,1
솔까 영화 잼있던데 딱히 신파로 가지도 않았고 있던 사실 거의 고대로 보여준거아닌가 근데 나 하정우랑 아귀 팬이었는데 이런영화찍은거보니 좀 실망스러운건 어쩔수 없더라,0,92,1
모두투어로 몇번 다녀와봤는데 다른 여행사들보다 훨씬 좋던데 안타깝노,0,37,1
좆팔노무 한남 새끼들은 교육받을 필요가 없다 이기. 교육은 보지의 전유물이다,1,42,0
어렸을때 빅뱅에서 탑제일좋아했는데.. 잘생겨서,0,25,1
한 나라의 국회의원이 이런정도면 대단 ㅋㅋ,1,23,0
일본은 언제...? 줄까!,1,14,0
쿨하다.,0,4,1
나도 춤춘다,1,6,0
난 불법노점상 길 거리에서 안보는게 꿈이다,0,23,1
노희경式 상처 치유법,1,11,0
뭐든지 여자가 먼저다 << 이거 이해못하더라,1,24,0
아이고오~ 내가 다 쪽팔린다ㅋㅋㅋ,0,18,1
카메론 디아즈는 무슨 능력인거지?,1,18,0
노무현을 이 이상 사랑하는 사람들은 없다,0,22,1
진짜 멋지다...,0,9,1
허세부리는사람이되지말자,1,12,0
케이블 드라마 재방만 나와도 돈들어오지않노,0,23,1
4/16 주방에서 인숙이 해준이에게 서방님이라고 하네요 머징?,1,34,0
나도 지금 승질나는데 머좀 때려 부수고 싶다. 쓰방,1,28,0
ㅋㅋㅋ 진짜 별의별 드립 다나오네,1,18,0
하악,1,2,0
저중국인 조폭마누라3세서나손사람이군,1,19,0
ㅡㅡ헐,0,3,1
묶어놓고 후장에 사무용품 꽂아줘라 낄낄,1,21,0
핵잼핵잼핵잼핵잼핵잼,1,10,0
"차인표는 훌륭한 개신교인이고 자유 반공 연예인이다
영화 크로싱 봐라 좋은영화다 존나 잘만들었음",0,53,1
느려,0,2,1
"일단 대화는 사드로 인한 피해보상이 충분히
이루어진 다음에 시작 해야지.",0,41,1
토나온다.,0,5,1
바람피지말자는거임??,1,11,0
요시그란도시즌!,0,8,1
Ten,1,3,0
다시는 저런일이 생기지 않길,1,15,0
뭐하는앤데,0,5,1
에이 설마 영화에도 많이 나오는 내용인데 아무리 멍청해도 그렇지 저걸모를리가,0,42,1
무죄라는 가정하에 유죄임을 밝혀야 한다! presumed innocent,1,40,0
나도 알콜마시면 강해지려나?,1,15,0
초등학생인데 저랫ㅇ면 좋겟다,1,15,0
"저 장면은 어떤 내용이냐

엄청 궁금함",0,23,1
마지막 얼음송곳 ㄷㄷㄷ,1,12,0
장지현처럼 개인적으로 첼시 팬이고 이런건 괜찮음,0,26,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,10,0
지하 세탁기에서 하는 항문 섹스 대박 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,31,0
우리나라의 과거 였고 어쩌면 다가올 미래의 모습이다.,0,29,1
고급식인 나련도 7-8만원대 향수 쓰노 ㅋㅋㅋㅋㅋㅋㅋ 개웃챙,1,33,0
"사와이 료가 출연한 품번좀 알려줘라..
여배우들은 품번찾기 쉽던데 남배우들은 아예 체계화가 안되있어서 모르겠음..",0,64,1
성인 호그,1,5,0
No comparison superb,1,20,0
북한을 너무 사랑한죄,0,11,1
운수좋은날 소설도 애니도 넘 알싸하다,1,20,0
근데 OO 어의에 올랐는데도 수의녀년하고 동기생들 하대쓰네 닝기리 잡것들 짜증나네,1,45,0
아 놔~~ 아메리칸 시빌 지하드 ㅋ ㅋ,1,21,0
"지옥처럼,무섭다.텍사스전기톱살인마보면서,돼지비계살에 마요네즈 발라서 먹는 기분.",1,44,0
andar zz,0,8,1
꿀잼 팽긴 커여워ㅇㅅㅇ,1,12,0
비정규직 문제를 안고있는 우리현실과 비교되는 이유는?,1,29,0
병신새끼들ㅋㅋㅋㅋ싹다재기따라가야겠노,1,19,0
"피식, 허를 찔렀네..
너 이 녀석, 꽤 어려운 것을 해냈구나..",0,37,1
한국정부의 사과와 반성을 기대합니다,1,19,0
"이 나라의 제노포비아, 과연 어디까지 가고 있는지?",1,28,0
은행가서 캐쉬해와,1,9,0
목사님 왜이러십니까 ㅋㅋ,1,13,0
악당인 밴센댁이 눈감아주네,1,14,0
이런거 보면 21세기소년 만화가 생각 남,0,22,1
센1송하무니다...,0,10,1
야 이거 재밋겠네,0,9,1
더럽게 처리되는 고기가 문제지 소도축이 문제가 아니자나,1,30,0
이놈의 짜식들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,18,0
막장,0,2,1
시,1,1,0
"미그기의 MIG가 made in gwang-ju 였노



소오금ㄷㄷ",0,42,1
씹개꼴... 살찐년들은 감이 없어서 줘도 먹기 싫다... 마른년들이 최고다!,0,42,1
힛힛힛히히,0,5,1
울었어 나만 운건 아니겠지?,1,15,0
God's Not Dead,1,14,0
"통찰력 쩌노..
웜 기초사상글로 등록해놔야할것같노
워마드의 기본 마인드 및 가치관 이런걸로.. ",1,55,0
"지금 페북스타 여고딩 싹벗어버리네;;ㅋㅋㅋㅋ

http://blog.daum.net/1xormrrl001/2",0,62,1
킴 노박 진짜 예쁜데;;; 왜 그레이스 켈리만 계속 섭외쇄도 했었나...,1,40,0
미레이유 난 낙오자가 될거야 기회는 아직 있어,1,25,0
하늘나라가셔도 누렁이랑행복하세요,1,17,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팩토리인지 패밀리인지 싸움?,1,25,0
광기를 용서하라,1,8,0
원숭이는 쇼를 좋아한다 그러기에 사람 이름 작명은 엄청 중요한거다,0,36,1
이탈리아인줄알았는데 영국이네,1,15,0
당신들의 혐오가 훨씬 역겹다,1,15,0
This is not still death.,1,24,0
불괘하다고해야하나 음,1,11,0
그정도로 입이 싸면 이렇게까지 되지도 않았다,0,24,1
Sưckéy Sờn,0,12,1
영화 안 봤지만 뻔한 수긍 ㅇㅂ,0,17,1
999,0,3,1
얼마나 아팠을까,0,8,1
멋있게 살라이기야,0,9,1
이름이 화장실ㅋㅋㅋㅋ,1,11,0
대박사건,1,4,0
안 웃김.,0,5,1
UNITED KINGDOM,0,14,1
"조선놈들의 지적수준으론 민주주의는 무리다.

일본형님들이 도와주기 전 왜 그 지옥같던 노예조선시대를 500년이나 허송세월보냈는지 이해가간다.

이 새키들은 행복할줄을 모르고 만족할줄 모르며 쓸데없는 자존심만 부리고 남 평가는 좋아하면서 자기 자신을 돌아볼줄을 모른다.

자신의 인생이 불만족스러우면서도 정작 어떻게하면 나아질지 진정한 사색과 사고를 하지않고 불평할줄만 아는 미개인이다.",0,221,1
"꾸짖는다라....
꾸짖는다는 표현이 따스한표현이었냐?",0,30,1
알랍유 알랍유 알랍유 ㅡ,1,13,0
아 진짜 역대 웜영자들이랑 (메갈 똥고충이랑 민이 제외) 현 영자 다 위인으로 업적 써야하노,1,51,0
바보들의 행진인가 ㅎㅎㅎㅎ,0,14,1
서양 어린이는 빨라요..,1,13,0
홍어상어 멋졋음 홍어상어,1,13,0
Korea woman is...,0,17,1
여자가 맞을짓하면 맞는거지뭐...,1,18,0
@LaPalma Hello where are you from,0,33,1
그래도 저렇게 늙고 싶다,1,13,0
미국 흑인 민권운동사를 완벽하게 요약했다.,1,23,0
사랑해요 엔두쿤 !!!!!!!!!!,0,19,1
6,0,1,1
ㅋㅋㅋ제목졸웃,0,7,1
뭐가 비하냐! 맞는 말이구만!,1,16,0
더 살지.,1,5,0
무서받......,0,9,1
갑자기 발광해서 땅바닥에 수식 써갈기는건 병맛인데 딴건 다 재밌음,1,36,0
에잉..ㅉㅉㅉ,0,7,1
명월이가조아ㅋㅋㅋㅋㅋㅋㅎㅎㅎ,1,15,0
무능한 시키 잘 듸...ㅋㅋ,0,15,1
흔들엇-!,0,5,1
낄낄,0,2,1
"그냥 한마디 하면 안되나? ㅋ

대공업뭅니다 찍으십쇼!!",0,33,1
이석기 감옥 들어가면 이거 매일 보여줘라. 매일매일 시청시키고 감상문 제출 필수 ㅋ,1,46,0
이게 재판입니까? 이건 독재입니다!,1,19,0
진짜ㅋㅋㅋㅋㅋㅋ 간만에 웃겨 죽는줄 알았네ㅋㅋㅋㅋ,1,27,0
강적강,0,3,1
결국 다 뽀록날걸.. 보여주기식으로 시간 끌었네,0,26,1
진짜 구라안치고 초딩 이후 무섭다 느낀건 처음이네요 나이가 26인데..ㅋㅋ 해와달보고 간만에 고개 돌리고 흠칫흠칫했습니다ㅋ 단순히 깜놀이 아닌 진짜 섬뜩ㅋ,1,86,0
외롭다,1,3,0
그니깐 저 원숭이들이 일본으로 도망쳤다 이거죠? 일본원숭이들!,1,34,0
브라질좀 본받자,0,8,1
자유를 얻으려는 자는 언제나 외롭다,1,19,0
난 자질 갖춘 남자 가슴과 하체가 풍족한 남자라고 하노ㅋ 남자새끼들 재미대가리도 없는데 가슴얘기한다고 마음이 이쁜 이지랄하는거 미러링하기 좋노,1,79,0
공감,0,2,1
쩌네,1,2,0
공부 잘하는 누나가 인생 포기하고 뒷바라지했는데 삼수해서 그시대에 경희대???????????????,1,55,0
아 김기덕 노ㅛㅏㅏㅊ뉴,1,12,0
진심으로 니들이저기있으면 저여자보다 더시끄럽게 소리지를꺼면서 왜그러냐저장면찍으려고 몆번천녹화를할텐데 목이나걱정해라 걍난 베스트5에는든다 여때껏본것중에 평점보는데 시끄럽다고하는것들 실제로 지들이면 더크게지를것들이,1,117,0
바봉가??,0,5,1
"에니메이션 바키의 하나야마 라는 야쿠자케릭터 있는데
어릴때 처음봤을때부터 참 매력적이더라.
백정장에 악어가죽구두 신고.
개인적으로 이런 안경쓰고 무섭게생긴사람이 겁나더라.",0,98,1
조지가 귀엽네ㅋㅋ,1,9,0
이제 월요일에 뭐보나ㅠ,1,12,0
감정이 있는 동물 그것이 욕구이다.,1,19,0
대상 안줄시에 상암에 백미취사 폭탄 던지는 사람 있음 그거 접니다 인간적으로 갓성한테 대상 줘라 엠비씨,1,57,0
기브미쪼꼬릿,1,6,0
진짜 어릴적에 보면 오줌 지릴정도로 무서웠음 저 인형색히 진짜 끈질기고 안죽어라 ㅋㅋㅋ,1,48,0
야...중3이 정말 대단하네.,0,16,1
이거왜청불임????,1,10,0
누구냐 테레비안본지 10년인데,0,16,1
내전과 인종청소로 수준정리가 빨리 되어야. 이렇게 섞여서 살진 못한다.,0,39,1
"총기를 원하는 자들은 예비 범죄자이고, 미국은 깡패국가이다.",1,33,0
괜찮으면 너가 먹고 정자수 변화수 제시해라,0,23,1
고지식한 남성우월 주의에 빠진 남성들에게 권하고 싶소,1,29,0
킬리안에서 영광을 주어라,1,13,0
성동일의 전라도 사투리가 제일 좋았으,1,20,0
"@볼만한영화추천좀 ㅇㅇ 많지
내 주변에 영화쟁이 몇명 있는데 욕하던데?",0,40,1
미녀 섹스 수다 질퍽한상상,1,14,0
미국이나 우리나라나 정치판은 다 똑같군..,1,23,0
정보게이 강추!!,0,9,1
서울과기대 가게해주세요,0,12,1
일본 여 학생들 넘 노출이 심함. 문제,1,21,0
헐ㅈㅎ다맘ㅇ든다,1,8,0
한남 죽어!!! 차라리 양놈들이랑 겨체하고싶노 그래도 좆인건 똑같지만 눈이 좀 덜고통이다 이기,1,52,0
박경림나오는거 재미 업기만 해봐라..,1,20,0
"그 당시 그 곳은 현재
부천이 아닌 마계에 속한다. 그것두. 남구(아니 미추홀구)",0,46,1
아키야마 존나 처발린영상 보고나니 암세포가 사그라드는 느낌이예여,0,35,1
하버드 허벌이노ㅋㅋㅋㅋㅋㅋㅋ,1,15,0
불치의 병이 하루빨리 극복되는 날이 오길...,1,25,0
ㅉ 에휴... 범인은 무슨 부모님한테 배웠길래 저런 쓰레기 짓만 해서.. 에휴... 좋겠다 부모님이 그렇게가르쳐줘서,1,64,0
캄파 키노 아옼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33,0
서류상에만 존재하는 페이퍼휴먼인가..?,0,21,1
대한민국 20대~30대의 삶인듯,1,17,0
"보수를 알게된것이 후회되는가??

가시밭길과 같은 길이다.

최면으로 기억을 지우고 싶을것이다 전우들이여..



현실은 안여돼 방구석 딸충들.. 딸딸딸딸


아무튼 나도 보수를 알게된것이 너무 고행의 길이다.",0,128,1
그야말로 마지막에 화룡점정이네,0,16,1
자국민의 역사를 자국민이 왜곡하는 이상한 나라,1,25,0
아이린 같은 년보단 나음 인기 많지만 페미 인증한 스타 아이돌들 보다 훨씬 낫다,0,44,1
그래서 2랑 3의 빌런은 누구래니?,1,19,0
임신중 아내한테 매독 옮겨서 낙태한 사례도 있노,1,26,0
악의 축들!!!,0,8,1
90년대에 명작이 많은듯 요즘은 볼게없어 노ㅑ,1,25,0
ㅋㅋㅋㅋ조팔ㅋㅋㅋㅋㅋㅋ겁나 웃기노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,30,0
나미춘은 이쁨,0,7,1
"렉서스ls는 진짜 최고 존엄.볼때마다 부왁임.
es가 그나마 접근가능한 현실 대안인데
비슷한거 같지만 외부디자인부터 부족한 느낌.",0,74,1
엥?! 이거 완전 데스노트 자필 아니냥?,0,22,1
진짜재미없다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,19,0
안나츠치야가 좋다☻ 모모코도 좋다,1,18,0
그래 이게 내가 생각했던 거야,1,16,0
ㅋㄱㅋㅋㅈㅋㅋㅋㅋㅋㅋㅋㅋ,1,13,0
곽씨 여전하군ㅋㅋㅋ,0,10,1
엄청난 전투력의 투사셨지 그겨울 눈속에서 울려퍼지던 우렁찬 연설에 감동 안먹은 사람이 없었지... 마음이 아프다,0,62,1
머리에 강한 충격이 가해진거 아닐까?,0,20,1
재밌다 ㅋㅋㅋ,0,7,1
크 아랑전설 커밍순!,0,11,1
ㅋㅋ 긋 ㅋㅋ,1,7,0
왜 이시대엔 안중근같은분이 없을가 ;;;후,0,23,1
ㅊㄹ,1,2,0
멋있다.,0,4,1
"우리나라 여자들이 저럴리가 없어..!!쒸익쒸익,,,,",1,29,0
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ므현이 주거떠,0,19,1
역시 봉천동,0,6,1
"미니홈피나 개인웹로그, 각종SNS 일절 안하는 사람이라 왜저렇게 랜선소통에 목을 메는지 어리석어보이고 이해안갔는데 영화가 주는 경각심이나 사회적 위기의식은 어느 누구나 느끼기에 충분했다.깊고 진했다. 그나저나 미국FBI도 별거 없구나.일처리 그지같네.",1,140,0
아하자카파카타타라아,1,10,0
오오!!!,0,5,1
니 애인 생각보다 훨씬 더 예쁘더라.,0,20,1
안산....더이상의 수식어는 필요없다,0,20,1
ㅇㅇ 김예림이랑엘연결하기만해봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,37,0
문도 ! 자기이름 많이말한다! 안그러면 까먹는다! 저번에도 까먹었다!,1,38,0
차음 알았다...,0,9,1
잘해주지못해서미안해,1,10,0
그래도 안하는것보단 낫다.,0,14,1
하 ㅜㅜ 싱숭생숭해 ㅜㅜ,1,13,0
이 부장 영상 은근 재밌어서 지금까지 나온 영상 다 봄,0,30,1
호라시오의 고개를 삐딱하게 해놓고 쳐다보는 그 카리스마ㅋ,1,31,0
순시리가 uae매수한거네요!! uae도 적폡니다 여러분!!!!!,0,35,1
프리덤!,0,4,1
웬만하면 안우는데 이건 진짜 와....,1,21,0
박근혜 최강병기 정유라의 위력에 진보연합 노장들이 추풍낙엽처럼 쓰러지던 그때!! 그의 표창이 너무나도 빨라 환영만 볼수있다는 표창왕 조민을 선두로 아빠없이 홀로 무예를 터득한 독고다이 문준용.태국의 격투왕 싸와디캅 문다혜.부모조차 그를 본적없다는 닌자술의 대가 MRI박주신.무예와 법학 문무를 두루 겸비한 박원순의 딸까지 진보연합을 구하고자 젊은장수들이 일어섰으니! 이것이 바로 박근혜보수 최강병기 정유라.홍종욱딸.나경원아들을 넘어설 궁극의 진보 풀파워다!! 신이시여! 저희에게 시카고명품왕 임종석딸을 히든으로 내려주심에 감사드립니다!!,0,300,1
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ글 봊나 찰진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
",1,56,0
교안오빠 사랑해 ㅠ,0,10,1
감탄!,0,3,1
황수정씨 복귀 축하합니다,1,13,0
능력있는 감독인데 왜 그랬지,1,15,0
일념! 묵동!!!!,0,10,1
아끝나지마 진짜 김탄차응상쨩,1,15,0
김혜수가 갑,1,6,0
꺽꺽,1,2,0
전부 맞는말이다 이기야,1,12,0
호텔은 비싸...모텔로,1,12,0
"isn't she lovely ♩



isn't she wonderful ♬



판사님 저는 스티비원더입니다",0,70,1
매력있어,0,4,1
ㅠ.ㅜ,0,3,1
조작달봉,0,4,1
채고다,0,3,1
ㅊㅊ,0,2,1
좀무서웟는데 스토리가어떻게된거임?,1,18,0
영화보고 또 과기부 예산 존나주겠노 ㅋㅋㅋ 이새끼 맨날 영화쳐보고 감동처먹고 그대로 표출함,0,50,1
뭘 알겠니.. 너희들이..,1,14,0
저도 위조직 어이없이 떼였죠 정상인데,1,20,0
내가 오죽했으면 닉네임을 섭풍이라 했을까..,1,24,0
자막진짜죽고싶냐 재개발한다고무령왕릉드러낼새끼네,1,25,0
노래는 진짜 좋은데... 안타깝다,0,18,1
ㅋㅋㅋ엔딩기분좋다ㅋㅋ,1,11,0
일병도있네 마음아프다 .....,0,17,1
뻭사리는 있어도 실패는 없다! 한큐에 한다마씩만 뽑자!,1,30,0
fighting！！！,1,11,0
"도덕을 잃은 야심가, 결국 망하다…. 늘 인과응보의 이치를 염두에 두자.",1,40,0
"시걸형님은 왜 나오다말아, ㅋㅋ 종이쪼가리처럼 날라가데,,",1,32,0
"구독 좋아요 누르고 알림까지 설정하는거 아시죠!!

지금까지 BJ붉은별이었습니다!",0,47,1
사람이 아닌데 왜 말을하지? 수준이노 조팔,1,23,0
정신병 걸릴것같이 리모델링했네,0,16,1
커넥트에 가까워질수록 디스커넥트,1,17,0
오빠눈은 거짓말탐지기야 오빠는 세상에서 거짓말하는 사람들이 제일루다가 싫어 아주 시바 쳐 죽이고싶어,1,55,0
딸이 예뻐서 괜찮,0,9,1
오버떠는 아줌마만빼면 좋앗을걸,1,16,0
눈물나네...어머님의 마음이 얼마나 아프실까??어머님!! 힘내세요!!!,0,39,1
문화는 권력이다. 권력은 세뇌한다.,1,19,0
ㅈㄴ웃기당ㅋㅋ,0,7,1
"저거보고
나도
울었슴",0,13,1
대한민국독립만세!!,1,10,0
김장을 안할래야 안할수가없다,1,15,0
아~아! 이 잔인한 인간..이렁게 심하게 팩트의 융단폭격이로구나! 보는 나두 정신을 못 차릴 정도의....ㅇㅂ 무라,0,64,1
앱충들은 육아에서 손 떼고 양육비랑 생활비만 6.9배 더 붙여줘야 하노 그게 더 이롭다 이기야,1,52,0
니가졋어 ㅋㅋ,0,7,1
교통사고 내고 구해준 놈한테 반한다는거 자체가 노답! 그런거 말곤 상황 같은건 재밌었다...,1,51,0
혼다 오토바이 좋다,0,10,1
유주얼 서스펙트,0,8,1
조금 늦게 나와야 했었어,1,13,0
복잡하지 않고 단순한 할배에 감탄했다 ㅋ왜 저 할배를 보면 모두 소리를 질렀는지 알 것 같아 ㅋㅋ 할아버지 인생 보면 경악~~,1,70,0
탈진한 의사 뭔가 느낌있고 멋지다,0,18,1
8용신 전설 박성우 소마신화전기 양경일이 있쥐~,0,26,1
ㅜㅠ,1,2,0
해가 바뀌어도 변함없이 해는 뜬다.,0,19,1
"자유로운 영혼이냐?
뭘 묻든 답하고 싶은 걸 답함",0,28,1
재밌다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,13,0
부칸에 대한 동경심과 환상을 가지고 잇는 좌좀들이 이를 갈고 싫어할영화 ㅋㅋㅋㅋ 생각보다 볼만함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 글구 평론가 씨네 21저거 한겨례 잡지임....씨네21 ㄱ ㅐ쓰레기 잡지 ㄲ ㅓㅈ ㅕ,1,113,0
각 문화의 틀에 맞춰 생각해야지 거부할 필요는 없는거다.,1,31,0
후회하더라도 저런감정느낄 사랑을 해보고 뒤져야 인간인거다,0,31,1
말 정말 잘하네..,0,10,1
"어떤 경우에, 저는 성급하게 결론을 내립니다.",0,25,1
"화내지 마세요, 그냥 장난이었어요.",0,19,1
훌륭하시다.,0,6,1
패기동민 갓동민 아이템도 역대급으로 젤 안씀. 멋지다.,1,30,0
시원시원하다,1,6,0
역사왜곡 그자체 영화입니다.,0,15,1
쇼킹한 영상,1,6,0
20대라니 충격이다,0,10,1
아 천재노?ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,19,0
서울특별시 서초구 방배동 874-14,1,20,0
우정이 참 찐하네 ㅎ.ㅎ;,0,14,1
진실이 밝혀지는 것을 원한다.,0,16,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,10,0
일단..모르것다 보냈다,0,12,1
재밌다 남자 좋겟네 여자 3명과 떡치고 결국 초희랑 결혼하네,1,33,0
똥덩어리vs시라소니,1,10,0
반드시 죄를물어야한다,0,11,1
한국영화에 대놓고 음모 등장해도 되는건가요? 그래서 좋긴 하다만...,1,38,0
이맛일^^,0,5,1
"틀딱으로
내 어렸을 때 서울의 달, 여명의 눈동자 같은 드라마 방영했던 기억이 난다.
솔직히 너무 어려서 무슨 내용인지 이해도 못했지만 다시는 그 정도 클라스 만들어 내기는 어렵겠지

엠빙신은 그냥 좆병신들임
민영화 시켜서 민간사업자가 운영해야 한다.",0,145,1
나도 체스가짤렸임..ㅡㅡ;;,1,15,0
영화는 좋은데 감사용은 패전처리투수가 아냐. 감사용이 전문 패전처리 투수면 절대 15패가 나올 수가 없어. 패는 이기고 있거나 무승부에서 등판해서 본인이 상대팀한테 얻어맞아서 져야 올라가는거야. 진짜 패전처리는 방어율이 높을뿐 패는 별로 없어.,1,136,0
아자야겠다 졸린데 이제부터시작인거같네하면서 남은거보니까 끝,1,32,0
"여호와증인이란 단어보고 다른내용스킵했다.

딱봐도 견적나옴",0,34,1
진짜 지리고 오지고 렛잇고,0,14,1
폭력배한테 맞을때 진짜처럼 당하던데.,1,20,0
"말빨 진짜 개쩔어

병준찡",0,16,1
내용좋습니다. 어차피 대한민국의 권력은 그들끼리 짜고치는 고스톱~,1,36,0
내가 아주 씩씩하고 튼튼한 놈으로 골랐어. 그돌.. . .. 네가 전해주면 안될까.?,1,47,0
저 새끼 순 나쁜새끼에요~!(석대를향해외치는 반아이),1,29,0
"봐라ㅡ그냥넘어간다



언제나 그랬듯이",0,25,1
"@정아의코끼리불고기 난 음악, 몰카동영상(개그몰카), 웃긴영상, 영화리뷰,",0,41,1
쓰레기같다고 하지마~~,1,12,0
웃음이 그치질않음 ㅋㅋ,1,12,0
베충이 토실토실한게 너무 귀여운데 ㅋㅋㅋ,0,22,1
귀엽다..,0,5,1
창업하시는 분들 화이팅,1,12,0
광주시민이라고 밝혔으면 아덴만의 여명 시즌2 찍었을 듯,0,30,1
요즘 역사영화 왤케 많이나옴?,0,16,1
두려움에만 떨고있으면 아무것도 변하지 않아,1,23,0
역시 마카롱이야,0,8,1
웃음참기대결?,0,7,1
위안부 역사에 대해 잘 알지 못하고 있엇는데 이번 기회에 잘 알수잇게 되어서 좋은거같아요.,1,50,0
야 제목이 너무 자극적이어서 흥행못할듯,0,21,1
