문장,혐오 여부,문자 개수,y_pred
문제없어 문제없어 문제없어 문제없어,1,19,0
잭스키스말고 강성훈이 또있네 ㅋ,1,17,0
"아니 잠깐,여기서는 남자, 각성에서는 여자?",1,24,0
초콜렛주면 되죠 ?,1,10,0
남 얘기 아님,1,7,0
학교 증권투자의이해 시간에 들었는데... 나참... 증권투자사들 간떨려서 어째사누?,1,46,0
북경에서 나비가 날개짓하면 런던에는 폭풍이 밀어 닥친다,1,30,0
보고 싶은 쪽지 보내줘요. 니가 조양은이야? ㅋ,1,26,0
난 이런 영화 좋더라........따뜻했어ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ,1,34,0
뮤지션이 정치적 메세지를 대중에게 전하는건 당연한 거라고본다.단올바른 방향이어야,1,44,0
근데 왜 갑자기 실시간 검색어에 오른건가요??,1,25,0
나는 청개구리다,1,8,0
동의한다이기,1,6,0
핵폭탄 앞머리는 역시!!,1,13,0
적당하다 끝까지누군지 모르겠다,1,16,0
우리 앞에 펼쳐진 세상~은,1,14,0
제발 책좀 읽어라 초딩들아....,1,18,0
전쟁 당사자인 미국인들도 한때 좋아하고 즐겨보는 애니였다. 걔내 들도 가만히있는데 왜 한국인들이 꼬투리잡고 설쳐대는건지 이해가 안감.,1,74,0
배한성 아저씨 전성기 시절,1,14,0
군대 가 있는 우리나라 청년들과 닮아 보인다.,1,25,0
재기절이다 이기야!,1,10,0
이혼은 안하고 이서진이 어머니랑 작은어머니 모시고 살고 장남이 자기 아버지 모시고 처가에서 분가할것 같은 느낌,1,61,0
"음.. 난 35살이 되어도, 아직 까지 방황하는 걸 보면 어른이 덜 된건가?",1,42,0
"이기적인 놈의 끝판왕.현대판으로 재해석하자면,너님의 자동차에 시장이 못으로 긁었음. 시장한테 소송 걸었는데 국가가 안받아줌. 빡쳐서 아무 관계 없는 일반인들 꼬드겨서 폭동 일으킴.국가 전복 직전에 소송 받아 준다니까 ㅇㅋ하고 항복하고 정의롭게 사형당함",1,140,0
고문관도 싸이코패스다. 철저히 이기적이고 부대원과 공감할 능력이 떨어진다. 폭력으로 고칠 수도 없으니 시도하지 마라 오히려 화를 당하게 된다. 차별도 하지 말고 하루하루 넘어가는 수 밖에 없다,1,107,0
이련을 국회로 청와대로,1,12,0
뭘 전하려는건지 모르겠네. 초속 5cm가 훨씬 나은듯.,1,30,0
내가 100번째 ㅋ,1,10,0
"용의눈물,태조왕건 대하드라마 끝판왕",1,19,0
세상에는 보이는것보다보이지않는것이 더 많다,1,23,0
킹혜님 사랑합니다,1,9,0
장근석존잘박신혜존예,1,10,0
ㅋㅋㅋㅋㅋㅋㅋ 쫄았노. 이기이기 부랄 떨어지겠네.,1,27,0
최고 전 제크로무 받았는데 기술이 뇌격 크로스썬더 역린 또1개 머있었는데 진짜좋음,1,45,0
베트멘에 나오는 집사님이 바로 3스타 장군님....,1,28,0
아존나우껴 ㅋㅋㅋㅋㅋㅋㅋ,1,13,0
자위하지 말라고 포스트잇 붙여서 반공개처형ㄱ,1,24,0
이제야 알 것 같다 다시 보니까 알겠더라,1,22,0
666은 개나주세요. ㅋㅋㅋㅋㅋ,1,17,0
보면 여자잘만나야 생각 든다,1,15,0
위대한 정복왕 아귀레. 신조차도 굴복시킨 신의 사자 아귀레.. 정글의 제왕 아귀레...,1,48,0
"혼혈왕자, 2부를 있는 연결고리",1,17,0
"저런 날이 오면 남에게 못된 짓, 피해 주는 짓 한 인간쓰레기들이 소각되는 날이겠군요.",1,48,0
다 털리니 비빌 사람도 없는데 세상에 지가 지 무덤을 팠네그려. 저 언니 연기 진짜 잘한다. 지인 중 허영끼 쩌는 사람이랑 너무 닮았네.,1,76,0
킹스맨이 이거보다 낫다고? ㅋㅋㅋ 웃음밖에,1,23,0
시간 금방 간다..;;,1,12,0
어느새 난 또 쿼프를 찾고 있구나. 핡핡,1,22,0
영화는 안봤지만 평소에 은혜를 입은 몸으로써 은고를 갚아야함은 지당하거늘,1,40,0
XXXXXXXXXXX나 멌있엇어요,1,18,0
아니 서울에서는 메가박스 강남밖에 개봉안한다는건 보라는겁니까 말라는겁니까,1,40,0
존나 웃기더만 혓바닥이 왜 이렇게 다들 길어,1,24,0
그래그래이거야 ㅎㅎㅎㅎ,1,12,0
난 이런 자극적인 중세판타지물 좋아하는데. 망하긴 했나보네 후편 안나오는거 보면.,1,45,0
아 졸라웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,32,0
조앙,1,2,0
여성인권이 전세계적으로 얼마나 바닥이면 여자 상대로 돈버는 기업도 저모양이노 후팔 다 망해야하노 ,1,54,0
너므조음으아아아 이제한회도안놓질거야,1,19,0
제목 완전 잘지었음 쟤내 진단명 궁금함 ㅋㅋ 싸이코패스 인가? 좀 다른거같은데,1,43,0
아 막 터트리고 싶어!,1,12,0
부성이형 왼팔 이식 간지,1,13,0
보영이누님 대상~~~,1,11,0
덕이누님...,1,7,0
라미란씨 계속 오래하는 연예인이 되시길,1,21,0
재기하노? 인증샷찍고가라 아들치게,1,18,0
존나재밋구만ㅋㅋㅋ운명의장난이네 서로,1,19,0
"감수성을 저미는,",1,9,0
미국의 다수파는 선진국 그룹 중에서 가장 후진적이고 구시대적인 집단. 마이클 무어같은 소수파가 있기 때문에 미국이 그래도 경쟁력을 발휘하는 이유.,1,81,0
승재 좆나 나대넼ㅋㅋㅋㅋㄲㅋㅋㄲㅋㅋㅋ,1,20,0
일제시대때도 우리나라사람한테 저런건가?,1,21,0
사람이 하는일 살인 강간 전쟁 그리고 망각,1,23,0
주작무새는 무시해라 지맘에 안드는 글만보면 부랄떨려서 주작이다주작우ㅜㅜㅠㅠㅠ주적구크크루ㅜㅜㅜㅜ하는놈 하나있음,1,60,0
정의라는 단어는 사라졌다.,1,14,0
좌빨들은 지네국가 털리는 내용이니깐 싫은거지?,1,25,0
오랜만에 웃엇다 ㅋ케케케케켁ㅋ겍,1,17,0
私はセックスが本?にしたい15?の男の子ですセックス家庭話したいです ?日自慰をして自衛することよりセックスがしたいです。女性生殖器に私の生殖器を朴で熱くセックスをしたいですセックス!セックス!セックス! あ、セックスしたいのにセックスできない本?に悲しい現?娼婦街はノッムビ,1,138,0
퍄퍄777,1,5,0
보지달고 머갈통 정상이면 상황 굴러가는 꼴을 보고 오늘 현타 제대로 쳐맞을 수 밖에 없노. 환영한다 이기 ,1,59,0
자댕이새끼들이 열등한건 당연하지만 비리를 징계한걸 6갑질9이라 하다니 미개함이 도를 넘었노 공론화하고 다시 의원직 복귀하셔야한다이기야,1,74,0
에휴 조팔 나라가 참 드럽게 돌아간다 이기노? 군대랑 낙태가 어떻게 동일선상에서 거론될 수 있단 말이기 ㅋㅋ 저것도 사람인지가 의문이노,1,75,0
대재앙을 내리는 건 미식축구만큼 힘들다는 로키 ㅋㅋㅋ,1,29,0
불쌍하니까10점@@,1,10,0
한남충들 종특이 협박 아니노 ㅋㅋㅋㅋ 역으로 한남무추들 실체밝히자 이기야,1,40,0
ㅋㅋㅋㅋㅋ이건 10점 줘야지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33,0
신은 네 안에 있다,1,10,0
레알뿜음,1,4,0
이 돼지 지금도 살아있을까?,1,15,0
장군의 후예들 클라스 보소 ㄷㄷㄷ 오늘만큼은 똥송하지 않습니다...,1,37,0
전두환이새끼는 죽어서 광주항쟁 피해자들에게 능지처참 당해라,1,32,0
팔황자 때문에 병남.,1,11,0
볼망함 아이언맨 핵사기,1,12,0
용돈좀,1,3,0
나 ㅜㅜ,1,4,0
"TV조선, 조선일보의 방송이 이런 드라마를 내보낸다는게 정말 놀랍다...",1,40,0
저새낀 왜 혼자 부랄발작하노 똥내 오져벌임,1,23,0
썩어빠진 권위에 도전하는 평범한 대한민국국민을 응원합니다.,1,32,0
한대 얻어맞은것 같네..,1,13,0
888가야지 ~~~~,1,11,0
맨날 호통치시는 용왕아빠가 딸을 위해 큰희생을 할때 눈물이 주륵 ㅠㅠ,1,38,0
상한돼지고기먹으면 뇌종양생김,1,15,0
아... 저 우주오이....,1,15,0
존나 웃기네여 ㅋㅋㅋㅋ,1,12,0
역시 북미박스옾1위했던것들은 다 평타이상치는듯ㅋㅋㅋㅋ,1,29,0
두번봤는데 개봉할때 어제. 마지막에 독일군이 그냥 간건 독일내에서 전투를 벌이고 있다는건 패망전 한두달전이다. 이미 그때는 전쟁에 염증을 느끼는 독일군들이 많았다 오죽하면 롬멜 조차도 반란으로 처형되었을까. 그냥 의미가 없음을 느꼈겠지.,1,132,0
진짜 남자다 오작두는,1,11,0
기무라 가족은 멸망해야 한다능,1,16,0
이런거 조읔,1,6,0
로또 당첨 역대 최대액 되게 해주시옵고 8개국어 조지게 해주시옵고 탈조하게 해주시옵소서 보멘,1,51,0
사실을 사실이라 말하기 힘든 세상,1,18,0
증권 시장을 소재로 이렇게나 재밌게 만드는게 전성기 시절 스톤,1,34,0
석궁 판사는 현재 대전고등법원장 ? !,1,21,0
사람들은 모두 늙어. 왜냐하면 인생이 그런 것이기 때문이지.,1,33,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좆나 찔리니까 도망갔겟지 븅신인가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 씨팔 여자가 앵나 정직한거아니노?ㅋㅋㅋㅋ 냄져도 뒤졌겠다 만졌다고하면될텐데 ,1,90,0
자수 안하고 여기서 글이나 싸지르고 난리노 좆팔놈아,1,28,0
다중인격영화. 건물은 강제 폐쇄된 덴버주립정신병원이로구만.,1,32,0
킹근혜,1,3,0
혼자서 1000명은 잡은거 같은 람보형 ㄷㄷ,1,24,0
"돈,, 돈이 문제야...",1,13,0
언제나 내마음 한구석에는 백설공주 그녀가 자리 잡고 있다!!,1,33,0
ㅋㅋㅋㅋㅋㅋ필력 미쳤노 ㅋㅋㅋ,1,16,0
기타짤 좆끼니까 짜식되시는거 봊나웃챙아니놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어떤련이 드립친거생각나뿟놐ㅋㅋㅋㅋㅋㅋ킹혜님 웃는거 노무 좋노,1,70,0
조권짱짱맨 ㅋㅋㅋㅋㅋㅋㅋㅋ,1,14,0
의식없는 나라는 결국 자살율 1위라는 괴물을 낳는다,1,28,0
찍소리라도 내야겠다는 마인드가 졸라 멋짐,1,22,0
난 옛날엔 혼자있기 좋아했는데 요즘은 혼자있으면 심심하노 이건 왜이런거노?,1,41,0
끝까지 이렇게 뒷통수쳐도되는거임???,1,20,0
그렇게 어처구니 없진 않은데? 약간 전개가 얼빵해서 그렇지 설득력 있는데?,1,41,0
진정한게이의스토리,1,9,0
7광구보다 노잼인데....,1,14,0
와 미쳣노 ㅋㅋㅋㅋㅋㅋㅋㅋ 머한민국 찌질 클라스....,1,30,0
사랑스러운 드라마@@,1,11,0
전쟁에 선과 악이 어딨냐? 살아 남는게 중요할 뿐..,1,29,0
노무노무잘만들어서눈물이나네진짜노무노무감동이여서영혼이빠져나간다흑흑흑흑ㅋㅋㅋ,1,40,0
사소한 일로 살인 저지르는 바람에 손실이 얼마야..ㅋㅋㅋ,1,31,0
생각나 ㅋㅋㅋㅋ 초딩때 신기했었는데 벌써 6년전 ㅋㅋㅋ,1,30,0
'오에 시노부 - 야스쿠니신사'를 읽어보자,1,23,0
옛다 가져라,1,6,0
쯧쯧 걸레좆마냥 요리저리 흘리고다니니까 그렇노. 근데 이쁘노? ,1,35,0
경주에도했는데,1,7,0
그래도. 그래도. 용기를 가져라.,1,18,0
아니 제발제발제발 다시 방송해주세요ㅠㅠ~~~이제 수욜날 멀 보고 살라고!!!,1,42,0
학식련인데 돈벌면 적어도 한달에 두번은 갈듯ㅋㅋㅋㅋㅋㅋㅋ,1,31,0
존나 웃김ㅋㅋㅋㅋㅋㅋㅋ,1,12,0
개념부터 공략좀;;;,1,11,0
인생에서 잘한일을 뽑는다면 허트로커를봤다는거,1,24,0
박수,1,2,0
퍄퍄 상하나 줘라 ,1,10,0
돈 기죽지 말고 오늘도 화이팅!,1,17,0
이제 곧 사라질꺼야. 우리 이제 어떡하지? / 그냥 이 순간을 즐기자.,1,39,0
쉽게 비유를 들자면 양치기 소년. 늑대가 나타났다고 거짓말을 친 후 사람들이 도망가자 양치기 소년(정부)은 양을 착취. 늑대가 물어갔다는 핑계를 댐. 그리고 도망가는 사람들은 직접 늑대를 보지도 못했으면서 공포에 질려 도망하다 다치고 죽음.,1,134,0
지들 의견이 사회적 의견의 하나가 될 텐데 이새끼들은 지 의견이 낙태죄 유지인 건 인정은 하노?,1,53,0
흑좆갈좆에 어울리는 냄새노 썩은부랄 잘라버리고싶다이기,1,29,0
존경하노,1,4,0
돈이 하나도 안 아까움,1,12,0
ㄴ나련 저 짤보고 토 할 뻔 햇노 . ..ㅠ,1,24,0
진짜 웃음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,16,0
난 정말 좋아했읍니다,1,11,0
ㄱㄷㅋㄷ ㅈㅅㄱㄷ,1,9,0
앗 전차남!,1,6,0
사회생활 시작하고 이 글을 다시 보니 ㄹㅇ 팩트 그자체노,1,31,0
정길채라는 사람 지금 뭐하고 있을꼬?,1,20,0
6살 딸 재밌었다고 집에가서 그림으로,1,20,0
성모마리아 같은 미용실 노처녀 나무에서 떨어진걸로 퉁치는 쿨한 소년,1,37,0
촬영장소는 1976년 돈암동 깨라벌중고등학교,1,24,0
알고 떠들어라 비가 월드스타가 아니라니 ㅡ ㅡ 비도 엄연히 미국이나 다른쪽에서 영화 찍엇고 싸이만큼이나 인기 졸라게 많다 싸대기 맞을 입털놈들아 ㅡ wc37 지긴다 koon 니도 입털지마라 아가리 없애 버리기 전에 비 월드 스타맞음,1,129,0
재미나네. 피아노곡도 효과적으로 좋게 들리고.,1,25,0
에덴사랑합니다ㅋㅋㅋㅋㅋㅋㅋㅋ,1,15,0
나오겠지 하면 나오고 그렇게 되겠지 하면 그렇게 되는 영화,1,32,0
왜 아무도 김리는 신경쓰지 않는건데ㅋㅋㅋㅋ,1,23,0
デ?タベ?スは結論を出すことができない。데이터베이스는 결론을 내릴수 없다 - 후쿠베 사토시,1,48,0
역시 신현준이구나,1,9,0
81년생 남자로서 어제1~50부까지 다 봤다는게 쪽팔리지않다 풋!,1,36,0
중남도 별로지먼 한남은 개좆같놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇㅍㅌ,1,34,0
으허허허 악마라마다.,1,11,0
아니 이잼있는게 시청률 10%도 안돼 ?타방송 경쟁이 쟁쟁해서 음..걱정마 종영전에는 30% 넘긴다왜냐 ? 느낌아니까,1,65,0
털렸네,1,3,0
에브라 왈 : 나는 바보입니다 ㅋㅋㅋ,1,20,0
조금은 역겹다 .. 그래도 무라카미류 잖아.,1,24,0
신구,1,2,0
폐지하면 kbs 안볼거임 내가 유일하게 보는 프로임,1,28,0
제발 쓰기도실타,1,8,0
그냥 안봐야지 ㅋ,1,9,0
자세히보면 조개노출있다 한명은 빽이고 한명은 털,1,26,0
힘내기,1,3,0
일본실무자의 플레이 때문에 김경석씨가 열받아 일찍 돌아가신 것 같다 TT,1,40,0
이안은 MILF가 땡기면 지 엄마랑 해도 되었을텐데 섹시한 엄마 놔두고 못생긴 로즈한테 끌렸다는게 이해가 안감..절친 톰이 지엄마 따먹은거 복수할려고 엄마 위에서 열심히 박아대는데 분노하기는 커녕 질투심 조차도 안느낀다는게 신기함.,1,129,0
"""교실에 불끄고 있으면 선생님들은 불을 키며 항상 이렇게 말한다 """"니들이 어둠의 자식들이냐?""""라고""",1,57,0
ㅅㅌㅊ,1,3,0
끝난일은 묵묵히 참고 지내야 하는거지....과욕은 자멸..,1,32,0
맞노 나도 개머지들이랑 좆목질하는거 존나 싫어하고 나 혼자 할 수 있다고 생각하는 년이노. 인간관계도 노무 깊으면 지친다 이기야 적당히 먹버해서 능력 키울거노,1,88,0
