문장,혐오 여부,문자 개수,y_pred
2시간만에 책 10권을 읽었다.,1,17.0,0
내가 이래서 산과 안한다.,0,14.0,1
솔직히 물가에서 몸씻고 잘가라 할때 울컥 했는데 12시간 효력이라하니 갑자기 눈물나네요안타까운 625를 잊지맙시다,1,63.0,0
프렌치 커넥션에 대부를 섞어 놓은 듯,1,20.0,0
권력은 추한 거노,1,9.0,0
야...중3이 정말 대단하네.,0,16.0,1
저리 바람 피는 년들은 다 죽어야 해 속이 시원해,1,27.0,0
각각의 영웅 마다 자신들이 그리는 이상은 달랐다.,1,27.0,0
바로 이거지. 이게 엑스맨임.,1,16.0,0
괜찮으면 너가 먹고 정자수 변화수 제시해라,0,23.0,1
평론가들은 거의다 좌파임. 좌파들의 지상낙원 북한의 현실을 고발하니까 ㅂㄷㅂㄷ 한듯..,1,48.0,0
"일단 비나오는 영화는 거르고 본다 ㅎㅎㅎ 저렇게 도덕적으로 인성이 부족한 사람이 나오는걸 보는거 자체가 싫다

아무리 어렵게 자랐다고 참나...",0,82.0,1
"저런 날이 오면 남에게 못된 짓, 피해 주는 짓 한 인간쓰레기들이 소각되는 날이겠군요.",1,48.0,0
"@Wh네른스트 동물에게 본능이 있듯이,
사람에게도 본능적인 양심이 있다고 생각한다.

다른사람에게 손가락질을 받지 않으려고,
나쁜 행동을 안 하는 것이 아니라,

내 맘속에서 느껴지는,
죄책감, 나쁜 일이라는 게 느껴져서,
악을 싫어하는 것이라고 나는 생각한다.

니가 본 책에서 느낀,
허무, 객관, 상대성 이런 것보다,
절대성이 있다고 생각한다.

따뜻한 가슴을 가지길 빈다.",0,226.0,1
평등은 없다 여성만을 위한 여성이 귀족 남성이 노예인 시대,0,32.0,1
개새끼_문재인을 바라보는 포항여고 여고생들의 미소는 진짜가 아닌 것 같음 ㅎㅎ,0,43.0,1
"진짜 디자인이 존나예쁜차

롤스로이스 팬텀 드롭헤드 쿠페 잉글리쉬화이트



파가니 존다 hp 바르게타



파가니존다 친퀘 로드스터



쉘비 코브라 1962



포드 머스탱 2007



2013 람보르기니 베네노",0,144.0,1
888가야지 ~~~~,1,11.0,0
정보게이 강추!!,0,9.0,1
에잉 3등이네.ㅋㅋㅋㅋㅋ,1,13.0,0
와 졸라 촌시러워 ~~~~ㅋㅋㅋㅋ,1,18.0,0
동성애 미화는 글세~ 에이즈에 확산에 일조한 듯~,1,27.0,0
저 앵커 아주머니 겁나 섹시함♡,0,17.0,1
인생은 짧고 벌레는 영원하기 때문이지,0,20.0,1
수트 입고 처들어갈때 개간지b,1,16.0,0
헉 피들궁씀ㄷㄷ,1,8.0,0
여시 바코드 화력지원도 있노 보돕보 오져버려,1,24.0,0
와 설마 좆팔 저걸 성체라고 욕하는거? 난 진짜 무슨 교회에서 십자가박혀서 앵흘리고 있는 예수 조각상 불태운줗알았네. 밀가루 태운걸로 천주교든 뭐든 온나라가 뒤흔들리냐? 병신좆국. ,1,101.0,0
"그 당시 그 곳은 현재
부천이 아닌 마계에 속한다. 그것두. 남구(아니 미추홀구)",0,46.0,1
근데 왜 갑자기 실시간 검색어에 오른건가요??,1,25.0,0
경찰서에서 자기 아들 죽었다고 뭐라따지면서 울던 부모 ㅋ 연기라지만 말하는거랑 지 애가 피해자라고 뭐하는거냐고 울때 죽여버리고싶었다,1,73.0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 창놈들이 품평당하는 거에 왜 불만이노 그게 직업 아니노? ,1,48.0,0
남산도서관 ㅋㅋㅋ,1,9.0,0
천황이 이끈 난징페스티발에 조선인청년이 함께 했습니다,0,29.0,1
뭐????코미디????,1,12.0,0
홍준표는 우리의 추억이다!!,0,15.0,1
매우중요한사건이다 종종상영하였으좋겠다,1,20.0,0
둘다 이쁨,1,5.0,0
헉 신기하다. 애가 표정이나 눈코가 되게 엄마 닮음 ㅋㅋㅋ 근데 금발.. 땡긴다,1,44.0,0
이대호도.,0,5.0,1
지금이랑 똑같이 흘러가네..역사는 반복된다고 햇던가..,0,30.0,1
저인간 구속되는날 손꼽아 기다린다,0,18.0,1
"보수를 알게된것이 후회되는가??

가시밭길과 같은 길이다.

최면으로 기억을 지우고 싶을것이다 전우들이여..



현실은 안여돼 방구석 딸충들.. 딸딸딸딸


아무튼 나도 보수를 알게된것이 너무 고행의 길이다.",0,128.0,1
총을 쏘았다는데 총알이 없어. 탄피도 없어. 다쳤는데 왜 다쳤는지를 모르겠네. 개법부를 엎어버려야지 원,1,57.0,0
오랜만에 제대로 된 영화 봤네. H처럼 자기 손 더럽혀 가면서라도 나라나 국민 위해 행동하는 사람이 진짜 영웅인듯.,1,64.0,0
그야말로 마지막에 화룡점정이네,0,16.0,1
몹시 잠이 와.,0,8.0,1
쉬운 역사 공부,1,8.0,0
이제 진실이 하나하나 양파껍질 처럼 버겨지는구나..,1,28.0,0
진쨔 힘들었던 사람들은 저렇게 말도안함..,0,23.0,1
짱 재밌네! 그래서 난 다이빙 할때 머리카락 펄럭이지 말라고 두건을 쓰지 ㅋㅋ,1,43.0,0
호우~,0,3.0,1
악의 축들!!!,0,8.0,1
어느 커플이 서로를 사랑스럽게 바라보고 있었다.,0,26.0,1
니키 라우다가 고물차로 스포츠카를 앞지를 때 소름.,1,28.0,0
전부를 걸어야 하는 것도 있지 그게 아무것도 아닐지라도,1,30.0,0
"아항, 바로 이해가 되네...ㅣㅣ",0,18.0,1
지독한 그리움을 선물해주셔서 감사합니다 ㅠ,1,23.0,0
"
-> 멀쩡한 흑인 후보가 있는데 ""흑인 인권 챙겨주는 백인 후보"" 뽑는 꼴
멀쩡한 조선인 후보 있는데 ""조센인 인권 챙겨주는 친한파 일본인 후보"" 뽑는 꼴
성님 팩폭 지리셨노 깔깔깔",1,105.0,0
이때는 헐크가 지구통일할 줄 알았지..,1,21.0,0
나미춘은 이쁨,0,7.0,1
"렉서스ls는 진짜 최고 존엄.볼때마다 부왁임.
es가 그나마 접근가능한 현실 대안인데
비슷한거 같지만 외부디자인부터 부족한 느낌.",0,74.0,1
여성부 뭐하냐? 개ㅔ봉 못하게해야지?,1,20.0,0
월베감이노,1,5.0,0
곽씨 여전하군ㅋㅋㅋ,0,10.0,1
엄청난 전투력의 투사셨지 그겨울 눈속에서 울려퍼지던 우렁찬 연설에 감동 안먹은 사람이 없었지... 마음이 아프다,0,62.0,1
ㅇㄱㄹㅇ,1,4.0,0
취약한 사회안정망아래선 가장이 무너지면 가정이 무너진다. 희망찾기도 개인의몫?,1,43.0,0
감사합니다 그냥 감사합니다 정말,1,17.0,0
재밌다 ㅋㅋㅋ,0,7.0,1
서양 기준의 사고방식에 진저리를 친다.,1,21.0,0
멋있다.,0,4.0,1
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ므현이 주거떠,0,19.0,1
라스 폰 트리에가 보장한다.,1,15.0,0
오오!!!,0,5.0,1
니 애인 생각보다 훨씬 더 예쁘더라.,0,20.0,1
봊간지노ㅋㅋㅋㅋㅋ 나도 힘주겠노,1,17.0,0
군대 가 있는 우리나라 청년들과 닮아 보인다.,1,25.0,0
그래도 안하는것보단 낫다.,0,14.0,1
이 부장 영상 은근 재밌어서 지금까지 나온 영상 다 봄,0,30.0,1
"isn't she lovely ♩



isn't she wonderful ♬



판사님 저는 스티비원더입니다",0,70.0,1
영화는 좋은데 감사용은 패전처리투수가 아냐. 감사용이 전문 패전처리 투수면 절대 15패가 나올 수가 없어. 패는 이기고 있거나 무승부에서 등판해서 본인이 상대팀한테 얻어맞아서 져야 올라가는거야. 진짜 패전처리는 방어율이 높을뿐 패는 별로 없어.,1,136.0,0
프리덤!,0,4.0,1
박근혜 최강병기 정유라의 위력에 진보연합 노장들이 추풍낙엽처럼 쓰러지던 그때!! 그의 표창이 너무나도 빨라 환영만 볼수있다는 표창왕 조민을 선두로 아빠없이 홀로 무예를 터득한 독고다이 문준용.태국의 격투왕 싸와디캅 문다혜.부모조차 그를 본적없다는 닌자술의 대가 MRI박주신.무예와 법학 문무를 두루 겸비한 박원순의 딸까지 진보연합을 구하고자 젊은장수들이 일어섰으니! 이것이 바로 박근혜보수 최강병기 정유라.홍종욱딸.나경원아들을 넘어설 궁극의 진보 풀파워다!! 신이시여! 저희에게 시카고명품왕 임종석딸을 히든으로 내려주심에 감사드립니다!!,0,300.0,1
사다코이쁘다 흐규흐규 ㅠㅠ,1,14.0,0
지휘자를 꿈꾸는 어린 아들이 지휘자가 어떤 일을하는 사람인지 좀 알게 됬다구...,1,45.0,0
교안오빠 사랑해 ㅠ,0,10.0,1
감탄!,0,3.0,1
일념! 묵동!!!!,0,10.0,1
빈형 머리깎을때 입벌리고봄,1,14.0,0
3일에 한번씩은 마자야...,0,15.0,1
주유소의화장실에 피가기억난다,1,15.0,0
매력있어,0,4.0,1
노비타의 신마계대모험,1,11.0,0
그래도 평균키 이상에 s클라스 배우급 얼굴으로 낳아주긴함,0,31.0,1
김대중 노무현은 민족의 반역자임,1,17.0,0
그저 근로기준법만 지켜라~! 단지 그것뿐~! 경제정의? 웃기는 소리 마라~!!,1,43.0,0
ㅠ.ㅜ,0,3.0,1
뭔가 안맞는,1,6.0,0
강리나 잖아 ㅋㅋ,1,9.0,0
ㅋㅋㅋ 와나 참여인원 나까지 2명 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,32.0,0
조작달봉,0,4.0,1
채고다,0,3.0,1
ㅊㅊ,0,2.0,1
일단봐,1,3.0,0
그정도로 입이 싸면 이렇게까지 되지도 않았다,0,24.0,1
한국은 황금박쥐가 지킨다ㅋㅋㅋ,1,16.0,0
비행기 터보팬엔진 매우웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,27.0,0
노래는 진짜 좋은데... 안타깝다,0,18.0,1
좆불혁명 이랜다...ㅎㄷㄷㄷ,0,15.0,1
일병도있네 마음아프다 .....,0,17.0,1
이 신발은 손님을 5센티미터 커 보이게 만들 겁니다.,0,29.0,1
"구독 좋아요 누르고 알림까지 설정하는거 아시죠!!

지금까지 BJ붉은별이었습니다!",0,47.0,1
정신병 걸릴것같이 리모델링했네,0,16.0,1
딸이 예뻐서 괜찮,0,9.0,1
연애를 글로만 배운 애들은 이해할래야 할수가 없겠지...ㅉㅉㅉ,1,34.0,0
눈물나네...어머님의 마음이 얼마나 아프실까??어머님!! 힘내세요!!!,0,39.0,1
싸워라! 손오공!! 이겨라! 손오공!!,1,21.0,0
ㅈㄴ웃기당ㅋㅋ,0,7.0,1
우리나라가 총기규제라도 하니 다행이다 안그러면 미국못지 않을듯,1,34.0,0
아~아! 이 잔인한 인간..이렁게 심하게 팩트의 융단폭격이로구나! 보는 나두 정신을 못 차릴 정도의....ㅇㅂ 무라,0,64.0,1
"언니가 보자고 해서 억지로 봤는데, 괜히 내 몸이 들썩거림ㅋㅋㅋ",1,35.0,0
게...게이물이다 엄청난 게이요소들이 포함되어잇다 으아아아 도망치자,1,37.0,0
혼다 오토바이 좋다,0,10.0,1
유주얼 서스펙트,0,8.0,1
탈진한 의사 뭔가 느낌있고 멋지다,0,18.0,1
저게 내 삶에 실제로 일어났음 좋겠다ㅠ,1,21.0,0
짜증나는 말투 듣고 반성 많이하게됬다,0,20.0,1
괜츈타. 내가 외국에 가면 나도 이방인이다.,1,24.0,0
해가 바뀌어도 변함없이 해는 뜬다.,0,19.0,1
"자유로운 영혼이냐?
뭘 묻든 답하고 싶은 걸 답함",0,28.0,1
배신할줄알았는데 동맹할줄이야,1,15.0,0
냉혹한 비즈니스세계에서 말보다 행동이 먼저라는 강한 정신으로 매섭게 일하는 영미는 과거 한국의 어머니 모습인것 같다.,1,65.0,0
후회하더라도 저런감정느낄 사랑을 해보고 뒤져야 인간인거다,0,31.0,1
말 정말 잘하네..,0,10.0,1
"어떤 경우에, 저는 성급하게 결론을 내립니다.",0,25.0,1
"화내지 마세요, 그냥 장난이었어요.",0,19.0,1
그걸 이제 알다니 등신력 ㄱㅆㅅㅌㅊ노. 근데 저런 개돼지들 군무군무 많아서 정신 못차리고 얼굴패권!이러면서 아이도루 빨듯이 병신질 하고 있노. 대통령을 뽑는다면서 아기 취급하면서 우쭈쭈하는 개돼지들 군무 많다 ㅎㅍ ,1,120.0,0
역사왜곡 그자체 영화입니다.,0,15.0,1
국정원 어디갔노 서버비도 안내주고 조팔,1,21.0,0
우정이 참 찐하네 ㅎ.ㅎ;,0,14.0,1
우와 ㅋ,1,4.0,0
진실이 밝혀지는 것을 원한다.,0,16.0,1
세상이 엿같으면 바꾸면 된다..,1,17.0,0
지하 세탁기에서 하는 항문 섹스 대박 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,31.0,0
"저 나이 때, 우린 뭐 하고 있었지??",1,21.0,0
어때??? 정문아!!,1,11.0,0
살다살다 개구리가 이뻐보인건 또 처음이네,1,22.0,0
"틀딱으로
내 어렸을 때 서울의 달, 여명의 눈동자 같은 드라마 방영했던 기억이 난다.
솔직히 너무 어려서 무슨 내용인지 이해도 못했지만 다시는 그 정도 클라스 만들어 내기는 어렵겠지

엠빙신은 그냥 좆병신들임
민영화 시켜서 민간사업자가 운영해야 한다.",0,145.0,1
"여호와증인이란 단어보고 다른내용스킵했다.

딱봐도 견적나옴",0,34.0,1
경수처럼 현우처럼,1,9.0,0
진짜 지리고 오지고 렛잇고,0,14.0,1
아 ㅋㅋ 배용준 나옴 (아리가 보는 tv) 이게 바로 한륰,1,32.0,0
Watch my shoes,1,14.0,0
"말빨 진짜 개쩔어

병준찡",0,16.0,1
베충이 토실토실한게 너무 귀여운데 ㅋㅋㅋ,0,22.0,1
귀엽다..,0,5.0,1
이건 절대 깔수가 없다....오빠들 사랑해여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 정말 오로지 팬심으로 별점준다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,87.0,0
공부의 신이 공천의 신한테 기립박수를 보낸다,0,24.0,1
광주시민이라고 밝혔으면 아덴만의 여명 시즌2 찍었을 듯,0,30.0,1
요즘 역사영화 왤케 많이나옴?,0,16.0,1
역시 마카롱이야,0,8.0,1
웃음참기대결?,0,7.0,1
야 제목이 너무 자극적이어서 흥행못할듯,0,21.0,1
한국어 제목이 안 어울려,1,13.0,0
"가자, 우리 안으로, 자유로",1,15.0,0
"sksals qnfTkdgkaus slsp wlqdptj 3ekfrksaksdlfkeh rkxdl tkfdk qhfkrh toRi

dkrkflaks xjfwlakfrh~~",0,98.0,1
으... ㅜㅜ,0,7.0,1
생각없이 웃고싶을때 보면 딱좋음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33.0,0
댓글은 무의미하다 봐야안다,1,14.0,0
에러가났다 망할 네이버,1,12.0,0
이강택PD 기억해야겠구만,0,13.0,1
"미래는 정해져 있지 않아, 스스로 만들어 가는 거야. 좋은 미래를 만들렴.",1,41.0,0
ㅋㅋㅋ,1,3.0,0
똑똑하다...이런건 배워야한다..,0,18.0,1
을사오적 무술오적,0,9.0,1
"와,,,, 그냥 씹오진다.... 개고라>ㅁ<",1,24.0,0
"애비 뒤지고 탈조센하게 해주세요..
애비만 뒤져도 되고 탈조센만 해도 됩니다 보-멘",1,47.0,0
그것 재미있겠다.,0,9.0,1
버킷 리스트를 실현하려면 일단 돈이 있어야 한다.,1,27.0,0
뎀뿌롸 스시 사쒸뮈~ 뮈~ 뮈~,0,17.0,1
소시민한테는 정부가 괴물이 아닐까?,1,19.0,0
참놔 진짜 패숀의 완성은 얼굴이라고 어떻게 머리는 개 그지 산발을 하고 옷은 완전 진짜 그지같은걸 입엇는데도 이쁘냐,1,64.0,0
ㅋㅋㅋ 리얼스틸 아빠와 아들이 성우함? ㅋㅋㅋ,1,25.0,0
끌끌,0,2.0,1
그래도 그럴 수는 없는 것,1,14.0,0
"Korea mobile services

154,009명이 좋아합니다",0,40.0,1
바다야 고맙다 따뜻하게 품어줘서. 그리고 고맙다 희망을 주어서,1,34.0,0
중화권이지만 대만은 확실히 다른 문화의 나라다. 일본인듯 느낌이 들지만 그 일본과는 전혀 다른 중국인들의 또 다른 중국인들 대만. 서론이 길었다. 한마디로 대만의 영화감성이 이렇게 포근하고 따뜻한 줄 몰랐다. 지금 당장 타이완으로 가고싶다.,1,134.0,0
"청왜대에서 좋아요 추천, 구독알람 눌러주나봄 ㅋㅋ",0,27.0,1
황 모씨는 어설픈 정신분석놀이 하지마라!,1,22.0,0
항상 미국코미디는 예상치 못한 반전에 감동이 온다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,140.0,0
나만 그런 게 아니었구나,0,13.0,1
315 하이 반갑노. 난 메갈 등장 이후로 씹치천국 찌질내 기안내 범벅 한국어학 문학 존나게 싫어서 성적이 재기따라 마포대교 갔다 이니야~ 병신 국문과 한남충들 돈도 없고 키작고 못생기고 개찌질이들 주제에 입만 살아서 나불나불 한남문학들은 또 어찌나 개빻이고 여성관 좆창인지 노무 괴로웠노,1,161.0,0
알바 예쁘다,0,6.0,1
"몰라잉 하나 남기고 사라져버린 비운의 가수 메이다니 아니당가ㅋㅋㅋㅋ
중딩때 많이 들었는데",0,50.0,1
이름이 화장실ㅋㅋㅋㅋ,1,11.0,0
유쾌한 ㅋㅋ,0,6.0,1
존나 똘끼영화,1,7.0,0
지대로 웃긴다,1,7.0,0
게임이 100배는 더 히트쳣어 ㅋㅋㅋ,1,20.0,0
이건진짜 너무 소름끼친다,0,13.0,1
니네 한남들이 아직도 순진한 바보인게 저런게 존재하지 않을거라 존재해도 극단적인 일부일거라 믿는다는거 아니 믿고싶어 한다는거,0,69.0,1
여좌는 훌륭한 임무가 남아있습니다... 똥꼬대줄꺼아님 섬으로 꺼져랑껭~~,0,40.0,1
푸하하하,0,4.0,1
오랫동안 앓던 고환암이 이 글 보고 완치되었습니다 이기,0,30.0,1
이런것도 좀 보고살아라 금수들아,1,17.0,0
이게 원본..,0,7.0,1
역시 차승원이 외모로만 승부하는 배우는 아니더라구요,1,28.0,0
우리 엄마는 중학교 미술 선생님이야.,0,20.0,1
한국판 제목이랑 광고는 대체 누가 만든거냐.ㅋㅋ,1,26.0,0
"안티푸라민 추천합니다. ㅋㅋㅋㅋㅋㅋㅋㅋ누나에""건자""를 위하여",0,33.0,1
진짜 괴물은 강두를 변하게 만든 썩어빠진 정부,1,25.0,0
빨간거 보고 데어데블 3까지나왓나 했네 ㅅㅂ,1,24.0,0
흑 부럽다.ㅋㅋ,1,8.0,0
근데 네이버는 자꾸 인명표기 똑바로 안 할래? [조제 파질랴] 라고...,1,40.0,0
yup,1,3.0,0
노란 장미보다 붉은 장미가 마음에 들어요. ,0,24.0,1
"일본에서 3월 30일 개봉한다.
제목:윈스턴 처칠...",0,31.0,1
평범한 아버지....?,0,12.0,1
명량같은거보다야 훨낫지 같은sf영화인데 차이가 틀리자나?,1,31.0,0
"@싼타클로스 군대?감옥같은곳이지 자유를 억압받고 통제당하고 그러는곳잇데 한국여자들이 그런걸알까?

나는 자유를 원치 않게 뺏겻다 생각해서 너무힘들었다

하트브레이크인가? 멜깁슨 영화

거기서 마지막에 주인공이 자유 외치며 뒤지는게

인상깊었다

억압이라는것도 받아보고

자유는 인간의 삶에있어서 가장필요하고 소중한 가치기준의 최고1넘버 원 같다",0,204.0,1
윾쌍해...,0,6.0,1
미생 성대리가 쥔공 ㅋㅋ,1,13.0,0
권수정 영화배우 예쁘네,0,12.0,1
박효신 나오게해주세요.,1,12.0,0
에칭가스 공장 만들면 뭐할겨 그거 제대로 담을 용기 못만든다면서,0,35.0,1
어떻게 웃지 않을수 있노 보자마자 빵~터졌노,0,24.0,1
"마지막에 낯은 익는데 누군지 모르겠다
그래도 흐믓하게 웃었다
잘하고있다 ㅋㅋㅋㅋㅋㅋ",0,48.0,1
"인간의 삶은 매우짧기에 인류의 문명이 빠르게 발달한것이지

영생한다면 무언가를 할필요가 존나없음

걍 하고싶은거만해도 평생을살텐데 걍 하고싶은거나하며 살지

그러다 1만년쯤살면 걍 뒈지고싶을듯",0,113.0,1
zㅋㅋㅋㅋㅋㅋㅋㅋㅋ졸라웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,29.0,0
태구민 화이팅 !!,0,10.0,1
진짜 웃기더라 ㅋㅋㅋㅋㅋㅋㅋ,1,15.0,0
제인굿딸,0,4.0,1
깊은 빡침이 느껴진다,0,11.0,1
쥬쟉쥬화,0,4.0,1
군사통제구역,1,6.0,0
대작의 냄새가 난다..킁킁킁,1,15.0,0
"역시 이랬구만
이게 펜을 든 살인자지 뭐야",0,24.0,1
이런건 진심으로 추모하고 싶다.,0,17.0,1
추하긴하네 재밌긴한데,0,11.0,1
"젊은시절예뻤는디



그 타짜의 고니랑 찍은영화에 보면



올누드 배드신 나온다",0,53.0,1
와우.,0,3.0,1
시원시원하다,1,6.0,0
누구도 그 고통속에 들어가보지 않고서는 함부로 말할 수 없다 고통의 크기는 사람마다 다 다른 법이니 누구에게는 고작 택배차 사기당한 것이지만 누구에게는 가족동반자살의 크기로 다가올 고통일 수 있다 사람마다 욕심의 크기가 다른것 처럼....,1,133.0,0
흠,1,1.0,0
이름값한다 the only citizen,0,22.0,1
멋지네이야호오오홋 리얼 땅따라,1,16.0,0
끔찍허다,1,4.0,0
먼가 묵직하니 .. 있어보인다,1,16.0,0
"올리지 말아야 되는글을 관리자가 다 어떠케 막겠노 어이...
서버가 국내면 없어 경찰 개입해서 글 올린 놈들 다 잡을수가 이깼노 ...어이
해외에 잇으이 방조죄로 작살내려하는기라...
범죄중 방조 도주에 가담한다고 울가삐면 빼박인기..죄값도 무겁노..
노력은 어이 글 쓴넘을 잡는데 적극 동참해야 되는기야 어이
참고해란기야...
알았노~~~
니가 고생 많노...",1,209.0,0
시원시원하네,1,6.0,0
바람피지말자는거임??,1,11.0,0
회사직원이랑봣는데마망합니다살짝,1,16.0,0
무사백동수 진리임,1,9.0,0
역시나 예상했던 데로 베충이들이 득실대는구만,1,24.0,0
뉴하트 짱,1,5.0,0
이제 곧 사라질꺼야. 우리 이제 어떡하지? / 그냥 이 순간을 즐기자.,1,39.0,0
21세기 마녀사냥 그 추악한 한국정치 언론 검찰 우리가 기억해야할 수치스러운 복습,1,45.0,0
이 케이크는 맛이 달다.,0,13.0,1
배는 왜 가르고 그러는지 원...,1,18.0,0
와우.. 교관이 안 죽은거 까지의 반전은 못 맞췄네.. 대단하다 진심 ㅋㅋ,1,41.0,0
VARSACE,0,7.0,1
착해지는 과정,0,7.0,1
좋다조아,0,4.0,1
동근이 성님. 너무 자주 보여 ㅎㅎㅎ,0,20.0,1
자유? 낭만? 기괴? 방탕? 무질서? 당신이 선택한 답은?,1,32.0,0
국민의 맘속에 멍어리가 진다,0,15.0,1
EYE IN THE SKY,1,14.0,0
나는 늘 옆으로 잔다.,0,12.0,1
장애는 부끄러운게 아니고 극복하는것도 아니고 수용하는것 입니다^^,1,36.0,0
국영이 형님은 전설 그 자체십니다,1,18.0,0
벜슼운ㅋ전ㅋ잨,0,7.0,1
난 이런 자극적인 중세판타지물 좋아하는데. 망하긴 했나보네 후편 안나오는거 보면.,1,45.0,0
저인간은 도무지 정이 가질 않는다,0,18.0,1
박영선 올인~,1,7.0,0
돼박ㅎ,1,3.0,0
여기가어디요?,1,7.0,0
클래식이라는 소재가 쉽지 않았을텐데. 박수보내고 싶다,1,29.0,0
아죽일라면 죽이지 여운을남기네ㅋㅋ,1,18.0,0
박수 짞짞짞,0,6.0,1
여호와가 곧 사탄이다.,1,12.0,0
이영애를 이영자로 봤네,0,12.0,1
"청장새끼, 아첨꾼의 가식적인 웃음보소",0,20.0,1
곽객을 학대하는 수준이 최고난이도,1,18.0,0
자기생각없는거 ㄹㅇ ㅋㅋㅋㅋ 다수가 절대적 정의인지안다익이 개돼지수준 윾엒,1,41.0,0
어이구 화상들...,0,10.0,1
목소리가 진짜 너무 아쉽,0,13.0,1
뭐지 ..?,0,6.0,1
Secrets & Lies,1,14.0,0
"구숙정은 노출연기는 많이했어도 끝내 꼭지는 한번도 안보여줌
빨통까진 보여줬어도 꼭지는 자존심으로 생각한듯",0,59.0,1
인도판 아이엠샘???,1,11.0,0
도이치란드...,0,8.0,1
일장춘몽이 따로없네... 카우치씬은일품ㄷㄷ,1,23.0,0
이행강제금 무시못한다.,0,12.0,1
도서관이나 한국영상자료원에 가시면 보실수있습니다!,1,27.0,0
존경합니다..,0,7.0,1
진짜배잡고웃었다 ㅋㅋㅋㅋ꿀잼,1,15.0,0
어깨부상 당해는데도 야구를 포기하지않고 끝까지 노력함,1,29.0,0
하 너무 가슴 아프다 어머니,0,15.0,1
아이디만 빌려줬다지만 직접 한건지 어떻게 알아?,0,26.0,1
여성부 장관 뺨치는 엄브릿지 연기,1,18.0,0
"좋아하던 아나운서들 종편으로 빠지는거 보니 기분 좋다

엉뚱하고 털털한 조수빈

풍만한 가슴과 신선한 마스크의 소유자 류주현",0,73.0,1
꿀 잼,0,3.0,1
이거 아주 오래전부터 나온 얘기인데 이제서야 이슈화되네... 불씨가 꺼지지않고 활활타오르기를 바란다!,0,56.0,1
껄껄 깔끔하고 확실하게 요약 잘했노,1,19.0,0
내미래는뭘까,1,6.0,0
너커르. 지아 장커를 부탁해,1,15.0,0
초딩때 봤으면 아줌마보고 딸쳤다,0,17.0,1
"저런 영화가 나오는 이유는 영화판에 있는 새끼들 수준이 저래서 그래

뭘 몰라

아무 것도 모르면서 아는 체 하는 놈들이지",0,72.0,1
아제아제 바라아제....,1,13.0,0
그녀가 행복하면 나도 행복하다. ,0,18.0,1
와 역시....,0,8.0,1
띠용~!,0,4.0,1
아 진짜 나도 주인공처럼 안잡히고 의심안당할 자신있으면 저렇게하고싶다. 나 괴롭혔던놈들이랑 나 알바비안준 사장 찾아가서 총으로 똑같이 쏴죽이고싶다,1,81.0,0
너무 위험한 발언을 해버리셨네. 그녀들이 몰려오는 소리가 들린다. 부디 힘내시길,0,44.0,1
나도 저런 능력이 있었다면? 님들이 주면ㄳ,1,23.0,0
재밌는데 그 우리나라 대통령이 그러진 않겟다 박근혜 국민들 생각들좀 하자,1,40.0,0
ㅅㅈㅅ,1,3.0,0
나도 저런 회사나 차려볼까 ㅋㅋㅋㅋㅋ,1,20.0,0
솔지키 존나멋있긴하다 느와르영화가틈,0,19.0,1
"진정한 노블리스 오블리제

님 머한민국에서 대한민국 시민으로 사시는게 어렵지여?

하지만 전 쬐금 알수있습니다 왜?

내가 아는 이것이 넘 좋아 다른 사람들도 알았음 노력하시는 님

감사하고 고맙습니다 ^^",0,123.0,1
난 책도 샀지롱~~,1,10.0,0
"박~~~~~~~~~~~~~~~~~~~~~~~~~~주~~~~~~~~~~~~~~~~~신....

오~~~~~~주멘.

언제돌아오냐?

법정에서 부르는데도 왜 안와........이번 설에는 꼭 와라~~~~~~~~~~~~~~~~~~~~~",0,134.0,1
