문장,혐오 여부,문자 개수,y_pred
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저 아랫분 ㅋㅋㅋㅋㅋ칠면조 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,77.0,0
유명배우 마니 나왔네 ㅎ,1,13.0,0
팔아놓고 개지랄이야 개수제한을 두던가 ㅋㅋ 심지어 주인도 아니면서 지랄발광이노,1,43.0,0
나라면 저게 가능했을까?.. 아니 저렇게까지 했을까?..,1,31.0,0
와 미쳣노 ㅋㅋㅋㅋㅋㅋㅋㅋ 머한민국 찌질 클라스....,1,30.0,0
'이미숙닮은... 헉~ 이미숙!' 저시대 저정도 외모라면... 정말 아름다우심. :),1,47.0,0
사는게 다그런거지 뭐 난 그냥 우디알렌이 좋다,1,25.0,0
웃기네,1,3.0,0
이스트 우드 = 서부의 대부,1,15.0,0
g,1,1.0,0
말하는원숭이,1,6.0,0
하리수한번만좀대주라~,1,11.0,0
ocn에서 봣는데 그냥 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33.0,0
"괜히 나올 때 어미 알 건드려서 긁어 부스름 만들었다는 분이 저 아래 보이던데, 영화 제대로 안 봤네. 알이 딱 까지면서 새끼가 나오려 했음. 그냥 가면 그 놈 한테 당했을 것임. 한 놈, 두 놈 막 나올 게 뻔했으니 작살낼 수 밖에 없었다.",1,135.0,0
감동실화라서더,1,7.0,0
오로라가 내딸을 살려내라고 병원서 울부짖는 장면 너무 슬펐어. ㅠ,1,36.0,0
"변호사,검사,판사,배심원등..지옥에 갈수밖에 없는 직업들이지...",1,36.0,0
에효 전부다 감동이란소리만하고 실천을하겠단소리는안하네,1,29.0,0
"무식하게 거대한 원양어선으로 대량포획하는 미국, 일본 등등 국가들은 반성해라!!",1,44.0,0
한국 삼림 칭찬하는 부분에서 부끄러웠다. 얘네는 멀쩡한 강 죽이고 있는 거 알까?,1,45.0,0
트로트먼 대령님이 보고 싶소...,1,18.0,0
"엄마, 팔이 아파요.",1,11.0,0
정의라는 단어는 사라졌다.,1,14.0,0
박평식은 대체 뭘 파란 거냐? 삼류 밑바닥 인생들이 저게 전부지 뭐 대단한 스토리라도 있을까봐?,1,53.0,0
다행이다. 무간도를 본 시기가 내 인생에서 가장 내가 젊고 두뇌가 잘돌아가는 시기여서.,1,48.0,0
정우성 닮았다고 생각했는데 진짜 정우성이네 ㅋㅋ 장국영 멋있다,1,34.0,0
역시 가인님~,1,7.0,0
미친 순애보,1,6.0,0
옛날글 디비다가 성지왔노. 상황이 노무 생생하게 그려져서 웃창이다이니야ㅋㅋㅋㅋ,1,43.0,0
솔직히 머리 잘리는 부분은 전체관람이 아님,1,23.0,0
조선정쟁 한 마디에 너무 과민반응들 하시네... 우리나라가 위치한 한반도도 우리나 쓰는 명칭이지 현재에도 한자어권에서는 조선반도라고 부르고 있습니다. 주인공 아버지도 참전하여 전사한 게 아니라 물자수송 하다 북괴군에 공격 받아 죽었다는 설정이겠죠...,1,140.0,0
시원하다~ 양손사격 칼놀림 현란함,1,18.0,0
황시욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,17.0,0
이석기 감옥 들어가면 이거 매일 보여줘라. 매일매일 시청시키고 감상문 제출 필수 ㅋ,1,46.0,0
캄파 키노 아옼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33.0,0
여자는 자신의 존재를 확인 받는 것을 원했다,1,24.0,0
악의천살 맄퀴,1,7.0,0
일단 솔직하잖아그 공감이란 건 참 중요한 거지 음 그렇지,1,31.0,0
일찍 일어나는 새가 모이를 먹는다,1,18.0,0
묶어놓고 후장에 사무용품 꽂아줘라 낄낄,1,21.0,0
독고진 아구지 잘 처맥이네,1,14.0,0
저는 그냥 폭력교사 하겠습니다.,1,17.0,0
내용좋습니다. 어차피 대한민국의 권력은 그들끼리 짜고치는 고스톱~,1,36.0,0
ㅇㄴ 부러움 나도저렇게되고싶다ㅋㅋㅋㅋ,1,20.0,0
간통죄는 폐지됐지만 집 떠나면 개고생입니다,1,23.0,0
소야. 하늘가서 잘 지내.,1,14.0,0
딸내미 아들내미 죽이고 싶다. 퍼지의 날에,1,23.0,0
오랜만에 보니 자꾸 이상준씨 생각이 ㅋㅋㅋ,1,23.0,0
이쁘당,1,3.0,0
성공하면 가치 있고 성공하지 못하면 가치가 없는 걸까? 가치있는 사람들 이야기,1,43.0,0
광어광어 우럭 도다리 8ㅁ8,1,15.0,0
나와 똑 같 다,1,8.0,0
수동적으로 받아들이는 대중들.. 그리고 그것을 이용한 사기극 !,1,35.0,0
언젠가 오감으로 클래식을 즐길 날이 오겠지?,1,24.0,0
ㅇㅋ다솔,1,4.0,0
6살 딸 재밌었다고 집에가서 그림으로,1,20.0,0
독일에서 터키로 터키에서 독일로 옮겨지는 관이 가슴을 먹먹하게 한다.,1,38.0,0
재밌었음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 가브 귀여웡 ㅋㅋ,1,29.0,0
이명박 뽑은 자들이여 손모가지를 쳐라~!!,1,23.0,0
유리코 완전 이쁘네ㄷㄷㄷㄷㄷㄷㄷㄷ,1,18.0,0
다시는 저런일이 생기지 않길,1,15.0,0
만킹이 형꺼는 일단 고!,1,13.0,0
온갖 B형 남자들은 다 0점 줬나보네 ㅋㅋㅋㅋ 소재 자체가 남자들을 빡치게함 ㅋㅋㅋ,1,46.0,0
이거 보고물 주문했노ㅋ 40통 주문했다이기야,1,24.0,0
와 결승전에서도 와와소리는안냈는데 무스물춤은진짜 미쳤다 ㅠㅠ 어좁싫어하는데왤케멋있냐,1,46.0,0
탕웨이가 스크린을 잡아먹었다,1,15.0,0
콩은 까야 제맛이지 ㅋㅋㅋ,1,14.0,0
적당하다 끝까지누군지 모르겠다,1,16.0,0
결혼식에서 생판모르는 이에게 똥물을 맞은사람 도대체왜?,1,30.0,0
죄 짓고는 못 산다.,1,11.0,0
어떻게 한명도없냐 ???,1,13.0,0
ㅎㅈㅁ,1,3.0,0
성대에 살이꼈노. 살은 빼고 휴가간거노?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,46.0,0
많이 본 얼굴이라 찾아보니 av배우네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ키타가와 에미,1,41.0,0
영국식 개그센스 ㅋㅋ 특히 마지막 영국 여왕 패는거 빵터짐,1,32.0,0
오줌싸러 못감,1,7.0,0
중간에 시가전 진짜 개 쩐다 ㄷㄷ,1,18.0,0
우리나라에도 저런 기자가 있을까?,1,18.0,0
알고 떠들어라 비가 월드스타가 아니라니 ㅡ ㅡ 비도 엄연히 미국이나 다른쪽에서 영화 찍엇고 싸이만큼이나 인기 졸라게 많다 싸대기 맞을 입털놈들아 ㅡ wc37 지긴다 koon 니도 입털지마라 아가리 없애 버리기 전에 비 월드 스타맞음,1,129.0,0
요즘 20대가 돈없어서 성매수를 안한다니? 여친보다 창녀가 싸게 먹힌다며 비교글도 올리는게 요즘 한남인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 필리핀 코피노 애비하면 보통 꼰대새끼들을 떠올리지만 사실 90퍼센트 이상이 20대 유학남이라는 기사도 봤노 공부하라고 보내놨더니 똥걸레창남새끼들,1,153.0,0
결론은 아방궁에서 인육쓴거 맞구요 이건 정말 짱!,1,27.0,0
네이버에서 기자평론 없애면 안되나 씨네21 애들은 그냥 관심받고 싶어서 난리치는 일베같은 놈들이나 별다를바 없어보인다..,1,67.0,0
미진이 바보같은것아 슈퍼에 도착햇으면 112에 먼저 신고를 할것이지 112에 신고를 해야지 ㅠㅠ,1,53.0,0
폐지하면 kbs 안볼거임 내가 유일하게 보는 프로임,1,28.0,0
더러운 이름 세개의 별 그래서 나도 그쪽물건은 되도록이면 안사려고 함,1,38.0,0
이제 이런 시대로 돌아가긴 힘들겠지?,1,20.0,0
"당근 좆선에서 삼성 같은 대기업 까는 이런 영화 만들면, 당장 빨갱이라 비난 당하고, 여기는 일베충들한테 테러당하지. ㅋㅋ",1,68.0,0
selena gomez!,1,13.0,0
"가해자 아님 동조자 아님 방관자, 그리고 피해자",1,26.0,0
진심으로 죽이고싶노. 죽었으면 좋겠다 이기야. 이게 국가노? 법이노? 법무부 할배자댕이들 싸그리 모타다 고문6969번 한 뒤 태워서 박멸해야한다 이기야. ,1,86.0,0
내가444를 없애주지,1,11.0,0
수진아... 내가 그렇게 싫으냐?...,1,21.0,0
"아름다운 것 같은데, 아숴워 난 한번도 구경하지 못했고~~",1,32.0,0
ㅋㅋㅋㅋㅋ,1,5.0,0
ㄹㅇㅋㅋㅋㅋㅋㅋㅋ동공지진구경 봊잼이노ㅋㅋㅋㅋㅋㅋ,1,26.0,0
또 일베애들 등장했네ㅉㅉ,1,13.0,0
악마에게 영혼을 팔면 안된다는 느낌이.. 뭐 팔수나 있으려나 모르겠지만말이지,1,42.0,0
다 털리니 비빌 사람도 없는데 세상에 지가 지 무덤을 팠네그려. 저 언니 연기 진짜 잘한다. 지인 중 허영끼 쩌는 사람이랑 너무 닮았네.,1,76.0,0
시저 그만하고 노무현합시다!,1,15.0,0
주진모진짜잘생겻다♡,1,10.0,0
결말의 의미공자가 자연에 숨어사는 노자에게 말했지. 짐승도 끼리끼리 사는데 사람이라고 따로 사냐고 진정 순수함은 더러운것사이에서도 그 빛을 유지하는것 ·,1,85.0,0
엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제리케이형ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,27.0,0
ㅋㅋㅋ이게지루하다고? 미친거아니냐? 대부다대부..,1,27.0,0
모르는 사람은 모른다. 대충 보면 아무것도 알지 못한다. 정확하고 디테일하게,1,42.0,0
미국이라는 나라는 참...,1,14.0,0
뭐가됐든 모금은 적극적으로 참여하겠다이기 뒈짖 항상 고맙다,1,32.0,0
얘들아 너넨 꿈을 가져야 해,1,15.0,0
무식한 김치년들이 평점테러했었네 7번방 따위한테 몰표주는 수준낮은것들 ㅋㅋ,1,41.0,0
착한 사진관 직원 '싸이' 우연히 좋아하는 여자의 남편이 바람피는 사진을 목격,1,43.0,0
용철아 애송이?니가 시나리오쓰면 저거보다잘쓰냐?그냥 그따구로할거면 감상평달지마라 역겹다;,1,49.0,0
'오에 시노부 - 야스쿠니신사'를 읽어보자,1,23.0,0
ㅋㅋ개콘보다 더 재미나다,1,13.0,0
남자라면 주식 주식이 답이다,1,15.0,0
하지원 졸라 이쁘다,1,10.0,0
맞아! 저녘식사 출동이다!,1,14.0,0
5천년 역사 풉~풉~~,1,12.0,0
같이 사는 사람을 원망하지마...,1,18.0,0
씌앙놈이 앙탈은^오^ 창놈이노,1,16.0,0
지미 머리 감을때 미남이더라...,1,18.0,0
☆☆☆☆☆,1,5.0,0
구숙정 양채니 쌍두마차의 미모대결,1,18.0,0
난 문소리씨인줄도 모르고 봤네,1,16.0,0
멋있당,1,3.0,0
슬프다 사는게 .젊은애들 일하는거 보면 힘이난다,1,26.0,0
광고같아서 싫다는 사람은 뭐임ㅋㅋㅋㅋ광고영환줄 모르고 봤음?,1,33.0,0
시청률 50%가 넘는데 평정 왜이래 ㅋㅋㅋ 솔직히 전쟁신이 좀 허졉함 cg라도 썼어야함,1,48.0,0
요즘 대세인가 마일즈 텔러 ㅎㅎ,1,17.0,0
진짜 남자다 오작두는,1,11.0,0
ㅗ,1,1.0,0
필름코멘트 선정 100대 영화에 들어간거 축하,1,25.0,0
얼음은....문명이다...가 아니고 암모니아가 문명이다.,1,31.0,0
이 얼마나 추악한 세상이냐,1,14.0,0
일리네어 11:11 한시간뒤 발매,1,18.0,0
토모히사 존나 잘생겼네,1,12.0,0
미국식 영웅주의라고 까대는 넘들아...저런 상황에선 일반 사람도 영웅이 될수 밖에 없는거다.,1,51.0,0
몸에 나쁜 음식이 더 맛있는 법이지. 햄버거 먹는 느낌..ㅋㅋ,1,34.0,0
이 비디오 우리집에 있다.. 누가 반납안한거 같은데.. ㅋㅋ,1,33.0,0
중남도 별로지먼 한남은 개좆같놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇㅍㅌ,1,34.0,0
남희석 닮았노,1,7.0,0
오늘볼꺼임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,34.0,0
분명히 내 몸은 선진국에 있는데 내 몸은 좆국이노. ,1,29.0,0
응 똥꼬섹스 재기ㄱㄱ,1,11.0,0
우리가 처했으면 했을 여러 행동들이 공감이 많이 간다,1,29.0,0
한대 얻어맞은것 같네..,1,13.0,0
진심으로 무섭다..ㄷㄷ 남편새끼 존나 답답이ㅡㅡ,1,26.0,0
한국에도 쓰레기들땜에 영원히 식민지노예국일수밖에 없지..친일파 그리고 힘있는자한테 붙어서 기생하는 법조계 똥대가리들,1,64.0,0
휴 그랜트♡ 역시 휴 그랜트야~!!,1,19.0,0
충성심1% 교감99%,1,11.0,0
카민 지오비나조를 더 많은 데서 볼 수 있음 좋겠다ㅜ,1,29.0,0
목매달았는데 다들 지 할일만 하는거에서 소오름..,1,27.0,0
미국의양심!! 이런 노력으로 언젠가는 변하길 기대해본다,1,30.0,0
나는 역전만 본다^-----^,1,16.0,0
아 천재노?ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,19.0,0
간만에 실컷 웃었네옄ㅋㅋㅋㅋ,1,15.0,0
"""설령 그가 """"김철수"""" 였다 해도 문제는 그가 아니라 이나라의 역사이다.""",1,43.0,0
그래... 바로 이거지,1,12.0,0
송일국 잘어울림 ㅋㅋ 비 주연의 도시정벌도 곧 나올듯 ㅋ,1,31.0,0
꼭두각시.... 요즘 들어 많은 것을 시사하는 단어,1,28.0,0
spider pig. spider pig. does whatever spider pig does.,1,54.0,0
수진아잘지내니...?,1,11.0,0
나라면 저런상황에 닥치면 어떠한 결정을 했을까,1,25.0,0
인터넷이라고 쓰레기라는둥 막말하네 캠코더도 못쓸 쓰레기같은 놈이,1,35.0,0
ㄴ맞노 양심치과의사보이라고 그남이 말하길 치과남의사는 거의다 꽃뱀 창놈이라고 하더노 그래서 자적자로 남의사가 왕따당하고 유튜버 활동하던데 치과남의사들이 어떤 창놈짓을 하는지 궁금하면 정보 먹버용으로 써라 이기,1,116.0,0
하아아아아앍하아아아아앍,1,12.0,0
사람을 가지고 놀다가 제 자리에 갖다 놓는구나. 8년의 세월과 시련은 누가 보상하냐?,1,47.0,0
미자 할머니가 시동호회 회식 자리에 갓다가 음식점 앞에서 쪼그려 앉아 울때 옆에와서 위로하던 경찰에게 손자의 범죄를 고백한거 맞는거죠?,1,75.0,0
포장을 잘못했어 스와핑이 뭐야,1,16.0,0
그렇게 어처구니 없진 않은데? 약간 전개가 얼빵해서 그렇지 설득력 있는데?,1,41.0,0
고천락 조한선이랑 닮았다 ㅋ,1,15.0,0
전두환 시대를 그리워하는 놈들아 너희들은 그시대에 태어났으면 그냥 맞아죽었어,1,42.0,0
심각한 메타포로 위협하는 강력하고 묵직한 서부극,1,26.0,0
재미나 나도내일봐야지 ㅋㅎㅋㅎㅋㅎㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋㅎㅎㅋ,1,35.0,0
오랜만에 웃엇다 ㅋ케케케케켁ㅋ겍,1,17.0,0
"이걸 만드는게, 용기가 필요했을거 같고, 노력도 상당했을텐데. 박수 보내드리고 싶어요",1,47.0,0
에단호크: (집에 돌아오며)휴 오늘 하루 참 보람있게 살았군.,1,34.0,0
좌빨들은 지네국가 털리는 내용이니깐 싫은거지?,1,25.0,0
ㄷㄷ,1,2.0,0
너무좋음무왜이리적게함??????????????????????????????????????,1,49.0,0
"봊나 연하충들 애교 부리면 개패고싶노,,",1,22.0,0
이거 지대론데,1,7.0,0
응~ 느개비ㅋㅋㅋㅋㅋ 망혼은 무슨 한남짭추 양남 핑좆되는 소리하고 앉아있네 탈조할꺼노 븅신짭추새끼들아ㅋㅋㅋ 니들끼리 후장칙칙폭폭하다가 망해라이기야ㅋㅋㅋㅋㅋ,1,86.0,0
이제는 전세계 사람들이 하나가 되어야한다,1,22.0,0
스토커여자 대단하다는 생각이든다 ㅋㅋ,1,20.0,0
??뭐가 문제인거노?,1,11.0,0
핵잼핵잼핵잼핵잼핵잼,1,10.0,0
왕가위를 닮았더라,1,9.0,0
천사도 인간을 부러워 하더라,1,15.0,0
성인 호그,1,5.0,0
재우듀투ㅐㅈ킌주어ㅓㅗ,1,11.0,0
아...그새끼를 그때 죽였어야됬는데...,1,22.0,0
난 샤워를 하네~따뜻한 물에 흙도 씻고~♬,1,23.0,0
모든 해는 지게 되어있다,1,13.0,0
더럽게 처리되는 고기가 문제지 소도축이 문제가 아니자나,1,30.0,0
다음주 토요일이 막지막대있데..,1,17.0,0
난딱내타입 중간에울엇다 ㅠ,1,14.0,0
월베로 ㄱㄱㄱㄱ,1,8.0,0
풀 지아마티 레알 불쌍함,1,13.0,0
"리멤버미, 아임 인 데데데데인져",1,17.0,0
동심이살아나는?기분ㅋㅋㅋ,1,13.0,0
똑똑한 년이노,1,7.0,0
찌꺼기 대니 드비토.. ㅋㅋ,1,15.0,0
이거 방탄유리야 개쉒끼야으,1,14.0,0
노크,1,2.0,0
리프맨 되가 저런 숲에 살아 보고 싶게만드네 ㅎㅎ 전투신은 저글링 개떼들인줄알았네 ㅋㅌ,1,48.0,0
뭉클하다 짝짝짝,1,8.0,0
미국도 총기소지 금지 안하면 답없다.. 연봉 1억 줘도 미국 경찰은 되고 싶지 않다.,1,47.0,0
김혜자 봉준호 원빈 !!,1,13.0,0
호라시오의 고개를 삐딱하게 해놓고 쳐다보는 그 카리스마ㅋ,1,31.0,0
하나경 존경스럽다.,1,10.0,0
휴,1,1.0,0
두 CIA 요원의 여자 쟁탈전,1,16.0,0
그니깐 저 원숭이들이 일본으로 도망쳤다 이거죠? 일본원숭이들!,1,34.0,0
와오늘꺼는소오오오름,1,10.0,0
그거 보고 기절했어요.,1,12.0,0
이렇게...남보다 많이 받는 사람은 남보다 미움도 많이 받아.. Good,1,40.0,0
나 ㅜㅜ,1,4.0,0
저렇게 순수하고 맑고 자상하고 잘생긴 소년이 존재하긴 하려나..요즘같은 세상에..?,1,46.0,0
운수좋은날 소설도 애니도 넘 알싸하다,1,20.0,0
둘이 고시원에서 마주쳤을 때 표정 = 내 표정 울고 싶더라 진짜,1,35.0,0
와 진짜 부러진화살보다 더 빡치네 이거 ㅡㅡ 보는 내가 다 억울하고 답답하고 미치는줄 알았음.. 족같은 판사 색1기랑 자꾸 헛소리해대는 여중생이랑 진짜 개패고싶다.. 자하철 탈때는 앞으로 두손 들고 타야지,1,114.0,0
즐거운 락앤롤 뮤직 락앤롤 라이프~,1,19.0,0
영국놈들 자체가 해적질과 노약질로 만든 나라인대...특히 여자아나운서들이 신사의 나라....이렇게 소개할때마다...역겹더라...한국인에게 옳바른 역사교육이 필요하다....영국과 프랑스는 해적질과 노략질로 만든 역겨운 나라다,1,124.0,0
핡,1,1.0,0
칸은 애초에 없었다. 우리가 칸을 만들뿐이다.,1,25.0,0
에미 죤내 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,41.0,0
호롤롤롤로로롤롤롤로로롤,1,12.0,0
유일하게 보는 티비 프로그램인데...노홍철씨 꼭 복귀시켜주세요,1,34.0,0
굿바이 보이 넌 이제 맨,1,13.0,0
협주곡 ♡,1,5.0,0
그는 오늘도 치료를 한다,1,13.0,0
한국에 한 목사가 안전한 땅에 목회자수나 교회 크기에 연연하기보다 정말 미지의 땅에 총을 들고 아이를 지키기 위해 반정부군과 싸우며 포교활동했다면 존경할 것이다.,1,90.0,0
닥치고 쏴라. 대한민국에서 드문 미친 코미디 !,1,26.0,0
히치콕 작품중에서도 ㅆㅅㅌㅊ,1,15.0,0
송강호 졸라웃기네ㅋㅋㅋㅋㅋㅋㅋ,1,16.0,0
가장 홍콩틱하게 생긴 소년,1,14.0,0
늬들이 하이개그를 알아?,1,13.0,0
페르난다,1,4.0,0
설리하나로 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,15.0,0
총알 다 모아놨노 계좌 열리면 바로 쏜다 이기,1,25.0,0
왜 오리엔탈리즘 운운 안하나 했다. 좋아하고 자빠졌네. ㅎㅎ 이슬람이 욕먹을 짓 하면 욕 먹는 거지 거기에 왜 오리엔탈리즘이고 미국이고 한국이고 기독교고..다 나와 아주. 이슬람은 그럼 티끌 한 점 없이 깨끗하다고 생각했냐?,1,125.0,0
ㅇㄱㄹㅇ 이딴 병신같은 사회에서 평온하게 살아가는게 정상인줄 아는 쀼젤 ,1,40.0,0
해품달 무슨개뿔 난폭이 더임,1,15.0,0
이정도는 받아야 안되겠냐?,1,14.0,0
